PC1,PC2,PC3,frame,brightness,complexity
-4.521610738465704,2.224087406640304,-6.068757954734677,23,124.67323298995845,3.994306710828664
-5.04486657233373,2.482934715912027,-5.64530282405173,24,124.67403912742382,4.01789990638245
-3.6117022430279238,2.774026794634166,-4.59741648710836,25,124.68575787742382,4.046449366420201
-5.230153529420233,3.5772886844982517,-3.5487170517805264,26,124.67746926939058,4.056268438876734
-5.461392567473551,3.2384354396714676,-4.9189336475380445,27,124.67134478878117,4.050897025071555
-6.286091513042025,3.050597467643524,-5.7287865072985085,28,124.69128722299169,4.049346345014319
-7.199557638652337,3.3455228218749484,-5.762414835887322,29,124.63999740304709,4.044783517965848
-5.665518701440105,4.937922895509188,-4.5443859428069135,30,124.65933388157895,4.060983768233597
-5.305601242949162,3.4227742048350795,-4.95508646842612,31,124.64765300380887,4.059794081395794
-7.504098407797413,2.8320405130063637,-4.232371853257388,32,124.64711738227147,4.066480171445289
-5.916315303325096,2.6825287316778206,-3.732763749860579,33,124.65848987188366,4.076600352855965
-5.734972787749792,4.228472550677457,-5.194965985419689,34,124.63474939404432,4.083939503878702
-6.976318168313394,4.5453403665354255,-3.919296795398741,35,124.65250605955679,4.082437939266033
-6.168767232791792,5.189831225252183,-3.8955903472976146,36,124.6628722299169,4.080655300461515
-5.898505796811028,4.729585404536238,-2.092763345532121,37,124.67207518178671,4.099077381330947
-5.729660323475192,2.831461417523328,-3.3966439673539934,38,124.67063603704986,4.102699696216381
-6.707928412630895,3.585991032094846,-2.740953869628664,39,124.66014542936288,4.1080604800097555
-6.100052724558738,4.387883653738568,-4.519649156767852,40,124.68722407375347,4.105554209046776
-5.598044174011292,3.235140883515098,-3.0386059215553063,41,124.68563885041551,4.105664211121603
-5.807506382605488,2.8255613477080614,-4.113715223056167,42,124.66980284799169,4.126963587701828
-4.503866944335408,1.7866906986514912,-3.23033584042069,43,124.66817434210526,4.109664270863088
-3.7141395131507338,2.2876399869400745,-3.4362657670068346,44,124.65231128808864,4.114212378005618
-5.170236147448578,0.9174407888585854,-3.406741816869793,45,124.65490283067867,4.129299703425878
-5.993812445701611,1.5159125916210623,-3.6258177397132227,46,124.65256557306094,4.137847345958312
-5.29566892080948,2.777006597293136,-3.90959405479293,47,124.65901467278394,4.136498708344048
-5.625797860335511,2.1417993235735295,-2.8906788084093495,48,124.66130323753463,4.143247266278413
-5.124540019275655,2.352560825190361,-2.276170102702741,49,124.63823363919667,4.154592820161517
-5.770391266326685,2.5092598882840482,-3.3698850145029695,50,124.64790728878117,4.153468724055342
-5.131985590971327,2.00618988485338,-2.8255024665472517,51,124.64245368767313,4.161684782086986
-5.702274331096926,-0.09147978603997582,-3.417704117144275,52,124.63353748268698,4.160405894841956
-5.2680924192130485,1.211292416508878,-3.678208379334569,53,124.64603531855956,4.176118110687881
-5.462005363250288,3.893204139505142,-1.8701246461406935,54,124.67233487707756,4.181709266143579
-6.273433411348579,3.8066769993395932,-3.9696145969930003,55,124.69304016620498,4.173052168304022
-6.440384580626898,3.7681117559431736,-3.570854295793782,56,124.68669386253463,4.174338105504209
-7.720061306497565,4.8952113635656085,-4.3235116399790305,57,124.70251904432133,4.1412217279911925
-6.991833269393327,3.5712245140384202,-4.3602433255086455,58,124.72618918801939,4.035981402275913
-7.693673432357884,2.519957951097886,-3.5318172485427928,59,124.7638450051939,3.8658429997543946
-7.609474987445075,3.669543769839961,-4.55040388580439,60,124.708075441482,3.752094103538542
-6.646521201110246,2.271513108316387,-4.011348027584071,61,124.64863227146814,3.68642991632492
-5.76753111576692,2.8394145169044958,-1.5953311446334006,62,124.64898394217451,3.6847191207073813
2.2971134803898106,2.580120072281693,1.6881862383060893,63,124.60323969875347,3.715123048889166
6.456325211912492,1.3738111655889287,1.230275368320764,64,124.87997208275624,3.876911168252712
14.823196248250632,1.086726684054503,1.3714615306119562,65,124.85489525623268,3.995627883517039
13.232370021457998,0.8135341803257262,0.6731808751373121,66,124.78702280990305,3.9525369641294867
12.568328522160705,3.8294474990092797,-0.9214335386174688,67,125.00124978358726,3.961281154999332
13.794711494990933,4.790422592131824,0.14446389087304695,68,125.01756189404432,3.9644682055184117
12.63339816176442,5.586849752282628,0.12101883847012555,69,125.15219226108033,3.894495440812805
14.743090686031264,7.708869827640148,0.5912130295102218,70,125.02412461045706,3.628415435671828
13.12690550913061,10.164537911178721,1.0463847432388385,71,124.53299753289474,3.4913744110045783
15.757091620602734,13.079957042514138,0.3442821724934811,72,124.02546095914127,3.179682898313164
12.800166444583134,12.166772420876512,-0.6226926823900433,73,123.91174147333795,3.1592773485615635
12.58859388349186,13.753424527613031,-0.43400522695449456,74,123.92764780990305,3.1625870993765623
10.159652630986063,11.833683567355564,-0.29441129765434587,75,123.97265625,3.2103786577278313
6.239166985649639,12.328497812639249,-0.3217786985572683,76,124.25117944944598,3.197829513324834
10.575201911514032,12.943596175955914,-0.9767947090951771,77,124.12985305574792,3.2395762980075036
7.820101930829479,10.712702338683966,-2.6807575020492047,78,124.16545295186981,3.296444112040619
7.979158656140501,10.793781871238707,-2.7071250052503237,79,124.25195853531856,3.3930277613622453
6.0652286233223185,9.838039011300635,-2.41862093319536,80,124.24045619806094,3.4043849326864986
3.625662279585158,8.573589512432969,-1.2003698154659035,81,124.25749329120498,3.4172173864835966
2.042880468621149,7.8758311355769335,-1.495510394089671,82,124.2512443732687,3.4229012403703494
4.629092943898584,9.42516687309129,-1.4002907189294431,83,124.27752229051247,3.4664364419374807
1.1202667165806617,8.535512485445432,-1.7585480918706142,84,124.41727622922437,3.510348398804876
1.8313150493818928,9.7039524591161,-0.8346518100908995,85,124.50341932132964,3.568568949072773
0.28057665337311355,10.732673643717025,-2.7060169795156046,86,124.50538326696676,3.570441295219042
-0.1828705528438583,8.706548147271397,-2.0257019906925104,87,124.52368096433518,3.586222166114835
-1.2550312691216947,7.125022041982405,-2.3665756620302147,88,124.49791702735457,3.6346295381384506
-1.0164503515038348,10.5188614779169,-2.686170986194607,89,124.49010993767313,3.6926206434876905
-0.472770662022044,9.527676820623848,-1.2591678781623707,90,124.51890906336565,3.7661709991956536
-1.1839768472592942,7.7382222470357345,-0.4256256402545675,91,124.4891090287396,3.824120748995098
-2.2099080700072538,5.462377139385385,-1.7895466187374518,92,124.4844020515928,3.833144189488859
-3.827606596247054,3.8357510714212255,-3.483861851387894,93,124.51229224376732,3.8310030298182545
-4.6984980116430375,6.388085553989972,-4.524216944605834,94,124.52168455678671,3.8532492352304337
-5.251116280329033,7.797679615396952,-4.689225033870983,95,124.51505691655125,3.876597752576251
-6.348890443627115,6.702034969110492,-4.955560286577104,96,124.53027073234072,3.922756337518051
-7.111720075047623,7.805814945962913,-4.495720230998782,97,124.56538369979225,3.9789255118166826
-6.577473096512396,5.598624575680586,-5.5804728348863994,98,124.56997164993075,3.983532529040832
-6.484081804047833,6.767903142422457,-5.578859585994538,99,124.56931159106648,4.022613201719966
-6.908904226490699,5.508735536739862,-5.295762315093936,100,124.52501731301939,4.084149118923805
-7.887093591086167,6.5175278904106975,-5.112237206610415,101,124.54229787049861,4.117534049157776
-7.543091365529435,4.604131690348342,-5.407602448632028,102,124.52135452735457,4.150349125347125
-6.589674404163671,5.957154044117917,-4.604617566054708,103,124.53148264369806,4.167508644033466
-6.851075667842296,5.750177894416779,-5.3637026994526895,104,124.5238649151662,4.1726383780202205
-6.176302142540319,7.022466219591064,-5.9557670575934765,105,124.64888114612188,4.189123973879899
-6.482390438332842,6.891027048133512,-4.992753901812202,106,124.56881384175901,4.217312650214345
-6.779741241637622,6.424923360029147,-4.883888895279056,107,124.61229657202216,4.237713007213119
-5.534902048083274,5.759543791558255,-4.860182311210666,108,124.5511166897507,4.2552017475038
-6.071375117613301,4.3442602865470485,-4.46215478020057,109,124.5514629501385,4.25820931803944
-6.697945911123634,4.363248702908045,-3.535690880527362,110,124.54286595394737,4.259569527368038
-5.708511714811519,5.54616584358386,-6.665213463222126,111,124.5898166984072,4.252695537848371
-7.133084324692907,3.9819868357833292,-5.421751322441218,112,124.6225112534626,4.252998801925831
-6.79019478163381,3.895717000087501,-4.52765987507017,113,124.62080159279779,4.236004939016527
-6.012636899319517,4.763035551034462,-6.60947847994147,114,124.61008916204986,4.2346084075178485
-7.326248976513241,5.4449304494115625,-5.374098035620777,115,124.5945399065097,4.224541598624703
-6.639350088661408,4.08897695452556,-4.977519543005446,116,124.59849484937673,4.22736098289975
-7.1343238505610564,4.487250108693607,-6.290972361614508,117,124.60052912915512,4.214868925279888
-8.469882686591287,4.004004840830585,-5.97713209753661,118,124.62890083968144,4.210874443414353
-7.343174754637277,5.203015874591871,-6.325880489397128,119,124.59898718836565,4.222790598761772
-6.94364251247705,4.716319323538182,-6.16187217410802,120,124.56956587603878,4.343424791610433
-7.923966173702648,4.24597528824463,-5.877712262831019,121,124.59044429536011,4.308067787241167
-7.309027879749492,5.028219222513724,-6.252465362479689,122,124.59883569944598,4.302725704225013
-7.0077553639304675,5.068639230602311,-5.263005108945418,123,124.59241906163435,4.292014070235535
-7.283857147830811,3.9279923957767706,-4.974292464106138,124,124.61687911184211,4.2610776739489475
-7.996648531456296,4.516842021246643,-5.137645947916716,125,124.64599203601108,4.239283214344909
-5.947594890763895,5.518658072711168,-5.304199176251911,126,124.64525082236842,4.209791996111609
-7.511891803167216,4.452487784132296,-6.231916773843245,127,124.5934686634349,4.168501826046218
-8.050264623913282,4.023975324872117,-5.728712324725754,128,124.59679600934903,4.168169606853216
-6.648797470118229,4.043463806294764,-5.184890396574488,129,124.67429341239612,4.0817083659045075
-7.01629601243481,4.613797373372599,-5.466097901775279,130,124.66372164993075,4.044549854823781
-6.943114105925297,5.301251674814325,-5.766824423118227,131,124.61889175034626,3.959810997146028
-7.931138044259294,3.9188580173587777,-4.574195965940963,132,124.58621342624653,3.934950595484122
-7.231470957286983,5.846681972202426,-4.005171692789935,133,124.59788889369806,3.8280533876257046
-8.549367006362491,6.0464935314782915,-2.774771052697118,134,124.59498896295014,3.828344284387777
-6.386175982408071,6.261723789401966,-3.699038454637318,135,124.63539863227147,3.7925029190215622
-5.385925446330185,5.483857636026989,-2.7001071929327805,136,124.66433301592798,3.7693683382435785
-4.023760474027744,3.8777097751714384,-0.5012258022254757,137,124.65811655990305,3.742976590753952
2.9687256521923504,0.9568563051270976,2.0273492318030275,138,124.50137422091413,3.7902530543803175
6.161913328359855,1.8558495473566234,2.8198844306198496,139,124.50848878981995,3.792160288988158
6.533231727489215,3.147726824193326,1.587488057316589,140,124.50491797957064,3.794677897895584
2.6080219120709387,3.4936443618051274,-0.9813726830537416,141,124.38194684903047,3.6850362367673304
-0.11306119473409999,4.008999609790417,-1.2245307197630395,142,124.44171463815789,3.641362302202272
5.3124639204213295,4.646305489353992,-1.3416045291812726,143,124.46708903220221,3.5562102733013545
15.14365110209674,5.156912771382279,-0.7728343841682491,144,124.49404323926593,3.511165119006415
18.753186280336813,2.83254013753808,0.013961021713928448,145,124.70189685768698,3.626804859314758
13.998558825658856,2.8208755346183554,-0.530129516196428,146,124.69649735976455,3.6293578548632404
14.353430132541417,-1.6182519794589318,-1.079678426664908,147,125.06828904085873,3.705540793603969
12.85747062080596,-0.05546970176239813,-3.3592325675310164,148,125.19976519217451,3.4238435956665425
18.66585179883986,5.576183790748644,-5.280579270969315,149,125.02850155817174,3.13785867009449
15.592304814191944,6.372600748609974,-4.726734653663199,150,125.05596433518005,3.1491403541909686
14.251165477265003,5.653339183633507,-3.038179321859481,151,125.13929947195291,3.2484391905403367
16.902362990410374,6.878142576817284,-4.849443735710229,152,125.14342213469529,3.2482148240925013
14.053046483211709,4.546515383413294,-3.5611028434366108,153,125.17702021295014,3.0866241886357937
14.843498701588665,3.194047144804502,-1.4357788662218087,154,125.18804103185596,2.9273255189199068
18.355594988077954,7.11730835671091,-4.486647399567107,155,125.30791746018005,2.7367454528125053
13.311062059028862,10.18114274221123,-4.079915894973924,156,125.46862556267313,2.796428607329745
10.991592798137544,9.365879068540565,-3.7622229844395654,157,125.5253635734072,2.9981642644238415
12.092639568164124,11.948186894475153,-4.1138697736368215,158,125.51422913781164,3.002385798232484
10.918730053114821,11.273537617860022,-3.7360321039735127,159,125.57015019044321,3.2596102554546964
8.382628734681113,9.77565208182085,-2.214738544638607,160,125.56389586218836,3.546695582090566
8.912383576747445,11.423950040865838,-2.8845737384691983,161,125.53464226973684,3.720098821574471
9.953425863387816,12.293575583371798,-2.2777273438273915,162,125.5484277614266,3.781548865760644
10.130315318967199,11.654225711921947,-0.8286359231010388,163,125.5433961651662,3.7941595363330447
6.871461000734412,11.279138933900738,-0.7393533520622713,164,125.55252337257618,3.7985548320910145
9.254285816434782,10.999165668919229,-1.2401940236683462,165,125.53200203427978,3.8566846446402425
3.8089967081598943,9.996437482942918,-1.6645644956268684,166,125.57764889196676,3.8985803461868644
6.3629179118680135,11.495976525120899,-1.2434656811904687,167,125.583075441482,3.9923464404886446
5.188823953052014,11.124062140278633,1.132707472655013,168,125.61384933344875,4.018490349306089
4.792155604899475,8.660283667791248,1.1090499357133243,169,125.61380064058172,4.028739405327946
3.869831797686731,8.127174193460466,1.2078460582194213,170,125.61842646295014,4.031263931526964
2.8363755000343787,6.526228839531875,0.16490140590319977,171,125.64448796745152,4.0966703043623545
0.8461426497577748,5.193629557042469,-2.0124667989282243,172,125.6471660751385,4.155740900728828
2.0241814249621624,8.526824966782549,-1.2218818423964641,173,125.76747532894737,4.2286700273484765
5.697910712617681,7.41879329480111,0.7425199552413904,174,125.87306851627424,4.2114562682256045
6.3251653952306865,4.388682264513396,2.4372095404701795,175,126.0232102666205,4.193953873684126
5.801096980663609,5.195859385361129,0.9296253501985847,176,126.03897593490305,4.197917421657789
6.454057862160191,8.252133181758573,1.1793372145295251,177,126.17077129501385,4.109987568327215
1.4868097683860941,6.572227367716457,-0.35306773377773615,178,126.30410318559557,4.019369545409622
4.462972671085705,8.504810226919963,-0.8409657203785763,179,126.45454791378117,3.9593487978616615
5.745170473106052,8.966002414654252,0.8716667775104503,180,126.48834617382272,4.0073145417393325
5.031759759901823,7.802650810568663,0.387514639916399,181,126.51326610110803,4.096183458691812
4.128798307242825,8.792045706043337,1.0411664303446686,182,126.49317217797784,4.097767597917782
4.51637029704206,6.226172640620073,1.586653205618559,183,126.49560682132964,4.237595532932081
3.929576690317245,4.888553387582225,0.9616681837663958,184,126.50277008310249,4.058667062435934
5.5080251623336185,8.072812760161073,0.6204091834454019,185,126.49111625692521,4.017667804262816
5.7895121151342055,7.447486696458794,1.2957204363437491,186,126.46891230955679,3.491039062823992
5.740331250684216,7.615070832273431,1.2769667089054282,187,126.50410643178671,3.0718254731951853
4.2849354004567335,6.24937482904749,0.18216070340063042,188,126.48610630193906,3.0752489306161066
5.244303282680963,7.807912115872118,0.334361371190714,189,126.50583773372576,3.1093793507108423
2.8837681500369037,8.523805165809163,2.015665554621936,190,126.5023156163435,3.524833334671009
5.249862462768148,8.836762054119555,0.5000038037867786,191,126.47327843663435,3.582433354599264
8.90655566644108,7.102314241908353,-1.995713330682608,192,126.43451350415512,3.9987564384660224
13.913303524178058,7.951789170281804,-1.0471606352210363,193,126.50265646641274,3.9942114949794933
13.103098375469092,6.351330027921476,-1.179749230979987,194,126.51198385560942,3.999099530990816
12.060680089993822,3.692390188904562,-1.5385442361122406,195,126.50525882963989,3.8290224319559267
13.313929908866834,0.8048551355842839,0.15909051283633843,196,126.47960850934903,4.179183380790897
16.717851906755033,6.126442078312931,-0.715133729012191,197,126.48630648372576,4.178520390583787
9.773374402200952,6.335726212209595,-1.771306954718086,198,126.48770234591413,4.253835945273491
8.902378339243937,3.4984666086347853,-1.484302415040319,199,126.51132379674515,4.264904968080842
8.440500224859507,4.319471005625018,-2.2940909847340363,200,126.51651229224376,4.262277059423803
6.712303804615697,6.113634063323056,-0.9500785533952442,201,126.51627423822714,4.525575989631062
3.581805310652504,4.697761025591886,0.4110307624656068,202,126.52449792243767,4.527727885150491
3.266673837205838,6.621945119870233,0.7277008903284871,203,126.5027430315097,4.57504977891612
3.749420801081039,6.250686140171563,-0.4365657022092515,204,126.49034799168975,4.74571987306046
4.69181507629849,7.41623006032664,2.081218892163383,205,126.51746450831025,4.814200175761294
3.4031300457572056,5.873309565641808,2.5071728432648293,206,126.49823623614958,4.823211129618314
3.619735475464403,6.9674448910614855,2.633391521407533,207,126.49118118074792,4.774493601612333
2.281639898524471,6.540059169281077,1.5919490381518377,208,126.54222212603878,4.755212592609891
1.5409506379146756,7.971264912057434,1.632459687274311,209,126.5480923216759,4.683865537103138
3.5230625630303876,5.97254331171021,2.645944135331524,210,126.5197584833795,4.6342122795164205
2.8476836432818384,5.859795683138961,1.4378422274847071,211,126.5285069684903,4.575916596732041
2.5186124926137445,6.023773909294883,3.0153501341604985,212,126.49785751385042,4.596104906631318
2.5515184995221794,6.676607107083037,2.269916577551,213,126.51207042070637,4.540806179194239
0.5538048277721234,6.584380582858263,2.5505393696709677,214,126.50683864265928,4.439726439212318
1.9253818657216675,7.717911842441647,2.2400063413323528,215,126.50840222472299,4.341666274669062
3.2390353435397663,6.785405512337499,3.4555555613263764,216,126.49296117555402,4.248241839711014
4.110846242339631,6.8825506357642325,4.765970008493744,217,126.56449099722991,4.17963123612311
2.9039300206063996,7.239744466597386,4.006114208186171,218,126.53410664819944,4.190348769214006
2.8918517549388927,6.875593792110536,3.2048834714131895,219,126.50449597472299,4.0991377433467555
1.4364459281250987,6.283931440245838,3.2827950392782856,220,126.49988097299169,4.026642241695276
3.313539005562543,5.446928558640937,3.3519066882441826,221,126.47337582236842,4.037171890277028
3.297851982732313,6.491630629266758,3.719771018984916,222,126.49719204466759,4.018557027438832
4.175040802528835,7.742781361817196,5.026559190629893,223,126.47338664300554,4.042861832102492
3.197431174292193,6.5109739317525195,3.047265798082694,224,126.4531520515928,4.048267813873501
1.3887681561895204,5.986060321001853,2.123485873781805,225,126.50127683518005,4.027998903408006
1.9317864056614586,4.916964765383582,2.8931213361254318,226,126.48558150103878,4.068884813719492
3.2236874559678457,6.204744660172725,1.1718282760165424,227,126.4577941049169,4.080380083190815
4.472195545618734,6.085841841410793,2.839429704344603,228,126.47192585699446,4.122534378804512
3.397694592417977,4.298512441044286,3.0572007230207627,229,126.47738486842105,4.201947143781508
5.87043436243673,3.208463162852461,3.3026235321761352,230,126.46294472818559,4.213604816565984
5.012635383511716,4.476927008208099,3.877403191668874,231,126.49052112188366,4.178654767126797
2.8140507862753306,4.8653465222051215,3.3341469700872812,232,126.47987361495845,4.211194743097731
3.2121079317153605,6.517575675684974,2.2641496427082433,233,126.45766966759003,4.2387297137103825
5.830913660865661,7.199726536345764,4.165856134995119,234,126.47271035318559,4.246701622367791
6.339662672229643,5.7258078418813625,5.573422508696187,235,126.44650818040166,4.1593041129033175
5.568579137202114,5.813434348561704,3.6009598377370833,236,126.4487372316482,4.166411874642092
5.87721473072879,5.66767479543966,4.700937660717803,237,126.47859136945983,4.127912615112059
2.54990634061211,5.086224552368985,3.5156857595834903,238,126.47008093836565,4.034291658588577
2.757749957468404,7.2125052836369345,3.479091820324575,239,126.40952324272853,4.0163017093815165
4.463764344066806,7.358972423180179,4.986923932139608,240,126.54289841585873,4.070710824005969
3.83446488269371,6.495540240697278,4.010079393396191,241,126.47451198926593,4.031552158237189
6.172360994061473,6.338604265555486,5.189087555996893,242,126.47836413608033,4.035095306398365
4.665259006886705,4.039660991846309,4.691887613921054,243,126.44790945290859,4.010892824084388
0.8923290528773276,5.739824164621835,2.260289671944365,244,126.44721693213296,3.9165510063820657
1.9174936195707566,5.402270066687612,3.81974506189826,245,126.42922762292244,3.817484638547124
4.079280717857208,5.853126262951863,5.063704364935441,246,126.3896078601108,3.7613805534990883
5.33708164911451,3.966458439879323,5.910288758942034,247,126.37175921918282,3.7163524204283975
6.224237612737,3.703898608791708,5.576282802416202,248,126.33088967278394,3.718736681316926
3.8020789552822243,3.9778845079235006,4.650878171003913,249,126.42976324445983,3.6642050127858594
3.2921601984199858,4.2235616144502215,3.8871571713883726,250,126.42434210526316,3.587683951450596
3.4046098587777296,5.2364793230293385,3.776621084228477,251,126.44162266274238,3.4995315664682627
6.272416515542114,3.739381110100943,5.088187755020002,252,126.41602644563712,3.4695314826525037
6.305436099816085,2.901813536474893,5.353355372713091,253,126.43271186807479,3.4760344032156367
6.954243596386306,3.0535535950831245,4.773433177869283,254,126.44186071675901,3.4816038039872854
5.012798468071955,4.070753081140298,4.205919861824954,255,126.41954856301939,3.47448019538518
4.479674254204478,3.9174026931087607,4.424227141235306,256,126.43522225588643,3.532816828012151
3.753714167784139,3.8669592770460888,3.8048246208329592,257,126.44306721779779,3.541602898992844
5.450453346533292,4.015774378713429,5.281560274527123,258,126.40550337603878,3.5898301991623054
4.423185647599209,3.9912922542176403,6.926163098588945,259,126.39601367728532,3.647238443329011
3.146116889759229,2.974059943981368,4.994335368170088,260,126.403252683518,3.6576292470438614
2.8201101295044637,2.1404228721502996,6.059140211337628,261,126.41297502596953,3.698550462425054
4.031923518396774,1.338982595110828,6.129786390879932,262,126.39890819771468,3.7630931916084656
4.557509322223451,1.8543691146214578,5.487316403595288,263,126.4072671398892,3.769823083083133
3.9066224431358108,1.3796664191631005,7.061843161700991,264,126.42395256232687,3.7821901398447397
5.16250583344662,2.9900877586901466,7.394748646487407,265,126.4001363400277,3.8311800682075163
4.7135198599486925,2.7216671485588675,5.712371959253416,266,126.3882444598338,3.8416994428906315
3.262105363456024,1.8283786778525641,5.901427778190306,267,126.40398307652355,3.773826174556466
3.5727715441666614,0.5688168923710949,6.09564260099548,268,126.38837430747922,3.7363936057211466
3.777728996427267,3.4862532434310567,7.205978650555183,269,126.39629501385042,3.6520973058242756
4.731509882439413,1.5895743587724087,8.508102106813615,270,126.37518936114958,3.6574083911413755
6.447893335320716,1.0967186743805097,10.164147469711663,271,126.38759522160665,3.6170606260695757
6.0474809895248525,1.1360273731231965,9.417523718595486,272,126.39428778566482,3.621916771633466
6.306944442127363,1.7532919535085834,8.074609167813616,273,126.42963339681441,3.593179493580898
6.832833170832186,1.912163413599483,9.540470819584645,274,126.4208578601108,3.557079959443454
7.386679833728679,0.8096231613439901,9.183085407098677,275,126.38079986149584,3.5429415436192526
8.479930724927533,0.15995044336295802,10.619094936873903,276,126.40419407894737,3.553628755794989
8.692634791455884,-1.2010047648555693,9.944315625793523,277,126.39383331890582,3.585269282112359
9.671700968638,-0.38815924333065555,10.108357558308944,278,126.38990542763158,3.595410329262517
7.514933492926604,0.018095013542141793,10.99959540258302,279,126.41103813192521,3.623790675742868
5.183494215856329,0.44059210710259084,11.107162219439921,280,126.3799233898892,3.6250740043937038
4.990082499066397,1.7940971462440292,8.712009960554644,281,126.41150341932133,3.6219259726020057
5.899287798777836,2.27905964836659,11.342426905607388,282,126.41447909452909,3.65303265071258
5.963799719751348,-0.09064308611558959,9.455446846530668,283,126.38998117209141,3.6944921305258576
5.231456102233811,1.4322684336671965,9.458087123981597,284,126.40732665339335,3.693068584364539
6.466769221446583,1.5425130386646952,11.0937767825725,285,126.36582409972299,3.7397618804649353
4.02833260716384,0.9207567956023331,8.685209452035695,286,126.38871515754848,3.767055262146974
3.9354142822035674,2.3712503386914054,11.356257926507265,287,126.3811948147507,3.778584018096568
5.17007765934326,0.6343864747395962,11.562062587196616,288,126.35794126558172,3.794830454468214
3.3680191799951458,0.6737769198325173,11.091386970937888,289,126.37163478185596,3.8849767450316888
2.036069071640936,2.8943761308688525,8.95719959176884,290,126.3570864352493,3.8929692190287373
3.9644369478815866,2.131457988541555,10.438052797185481,291,126.37902527700831,3.9276903009145268
5.1169292335776575,1.2177879954228223,11.259864095784586,292,126.34766166031856,3.9545710031094337
1.5798267054523538,1.8974286645085863,11.020084207761796,293,126.36030016447368,4.005854191709746
3.790146573991189,0.04446576956910907,12.842413907637114,294,126.35523069598338,4.039204645583337
5.733971933168274,0.8109324087818536,12.366537757034044,295,126.35345611149584,4.043751945862945
3.451977642671571,1.3234873898480282,11.821235493330441,296,126.34720719355956,4.046598936614409
1.8103705183939593,3.4382379240851697,11.67371440173801,297,126.31921420533241,4.010084296505335
2.2139764996725955,1.7103688677841054,10.734124612303237,298,126.29126449965374,3.9869063938374247
3.7271532789813024,0.1396860929430957,10.076050291787226,299,126.33932976973684,3.9658617625253476
4.712686425287903,-0.5418189718647914,12.749565024516134,300,126.32640992901662,3.990501365716066
3.712560473213817,0.44683736635244437,10.459948802136873,301,126.31436114958449,3.9798168358830277
3.332489431332651,2.154735500882484,12.158212310924734,302,126.32868226281164,3.9799908762195773
3.0583056008197502,2.5352529914269812,9.842563001160999,303,126.34028198580333,3.943844250544965
3.0034717892934744,0.887487544254042,11.226283835621015,304,126.32261729570637,3.9115564866856536
3.3349239259755263,1.0668885124223728,9.807363164794678,305,126.33067326004155,3.8669668329374938
5.43313727139204,-1.6952155243485123,11.220431761920976,306,126.2993366949446,3.8566815150864997
5.577238188356638,0.128602454536619,10.135279486719385,307,126.27160881232687,3.8734858267689383
5.162699510438378,-1.5695212164140857,9.535490599153391,308,126.30599679709141,3.8661886846283346
3.8969953318602903,0.6494023557916914,10.968112690412058,309,126.29032851454294,3.8620309054810567
2.5346396496676475,-1.4149956265538086,9.512218850457645,310,126.26792979570637,3.8787564045392067
1.5542284367670138,0.17108833109985394,7.40424265490786,311,126.24282591759003,3.9334704410955315
2.5752098317031247,-1.9136473751774192,7.943242261441552,312,126.2932500865651,3.954124956417991
4.122543823728369,-1.792567001229884,8.521141354919493,313,126.25652484418282,3.9710752447732656
3.3197211269880245,-2.275172575378659,8.77335455319351,314,126.26176744286704,3.979258922288206
