Source,Target,Weight
127,257,0.2073319010417934
128,580,0.18869009180494362
128,731,0.22099101955387643
128,267,0.22394435938302001
129,830,0.2823534937663555
131,202,0.18167817537659614
131,446,0.2727354682600106
133,578,0.13989809214832313
133,816,0.21313007537876696
135,281,0.1600063742890348
135,512,0.18229151058726129
136,518,0.13880266280962883
136,872,0.23486896037768473
136,413,0.2674074650997752
138,636,0.19422040526587683
138,575,0.2204885655653898
138,153,0.2604329065533985
139,333,0.2733687989709816
139,809,0.32333851314165957
140,568,0.2607998873902309
141,753,0.16015530860011926
141,578,0.17937184773801604
141,146,0.20728242063276953
142,256,0.11313922638520583
143,215,0.11843929658437005
144,582,0.318413091980143
145,244,0.35752190075595963
146,817,0.11247050835378447
147,166,0.28811880169626886
149,192,0.1330460379076029
149,747,0.22495733601494322
149,721,0.3178457669606375
150,812,0.1427004817250247
150,204,0.1668523561471932
151,349,0.28134692147099116
151,814,0.34579378913305775
152,275,0.11709773504398616
154,657,0.19661037521352737
154,179,0.22495754577184437
155,191,0.22916445077855116
156,172,0.05487064643656845
157,408,0.22637340367005196
158,743,0.11468744105275479
158,684,0.23326037618803952
159,160,0.18615097797889762
159,391,0.2970809163015201
160,610,0.07655722218702705
161,427,0.11041245398047207
162,171,0.22880439883080742
162,243,0.2328321531634722
162,695,0.23843637352226202
164,741,0.137437592063854
164,535,0.18787721362465176
165,765,0.20004110523830831
166,659,0.18005912632134236
166,710,0.1822509241212107
166,431,0.2792886763567029
167,257,0.33625223495871487
168,169,0.08821668409636767
170,500,0.14823486916697048
170,189,0.2706332143904583
170,458,0.29555057929849426
170,235,0.3254276786464367
171,454,0.22214371057400828
173,830,0.23515756256347012
174,737,0.1609411520491272
174,812,0.21526718401810352
175,599,0.19141322630588378
176,473,0.15064128184169878
177,865,0.21011518696579112
177,859,0.2143927001953144
177,884,0.24130437164516513
178,254,0.1599924415920857
178,239,0.16332501878679748
179,683,0.13635708415607797
179,228,0.21755345831232156
179,348,0.2412769135125823
180,201,0.23851966533038674
180,266,0.2448480022536622
181,807,0.1257392131219103
182,570,0.27785306767533935
182,340,0.2926460944806704
183,260,0.19669888803742275
183,274,0.29354815469615353
184,706,0.2361555608402701
184,216,0.2714263875611255
185,706,0.24454663954519684
185,502,0.28549669339162476
186,691,0.2270611458451403
186,626,0.2393951896846176
187,370,0.23702421977826996
188,863,0.24059464921678314
188,283,0.29550497814465326
190,234,0.2633049767092743
190,366,0.2685472104657664
190,587,0.26942213902746287
191,198,0.13753013443338535
191,706,0.14027374992041494
192,219,0.13064273224738118
192,212,0.40641688446970176
193,380,0.21972186784522194
193,197,0.22396072657703095
194,195,0.22470079640659626
195,197,0.15392745809646244
195,255,0.24003766123039383
196,502,0.15785993723078043
198,252,0.10440348957956404
199,897,0.14519567631677296
200,358,0.267470301574102
200,649,0.29495707314035524
201,237,0.11953767533582356
203,274,0.11685067320631198
203,270,0.13897659845959426
204,208,0.2456219828340616
205,232,0.18658129397754852
205,561,0.22681764465357043
206,210,0.11951704484810836
206,221,0.1478925397878598
207,663,0.1539233537556013
208,303,0.18212415523556116
209,817,0.13415571884051078
210,663,0.20694421317963496
210,596,0.21176314778453637
211,221,0.21139992245073191
213,250,0.04503048861959695
213,372,0.0999202845965819
213,246,0.13092000397328138
213,228,0.18311363623469196
215,582,0.12195699198178583
215,592,0.24840266250850876
216,591,0.22040219780793907
217,265,0.09243319009903608
217,246,0.2488050934256857
218,426,0.07123193189490908
218,650,0.0881816109409671
220,676,0.2316196877244528
222,571,0.16199459931405105
222,229,0.17774255239149284
223,237,0.10455238173137829
223,765,0.1532474460201349
224,352,0.18167045473932852
224,852,0.2105658377386055
225,231,0.1735927099540251
226,530,0.28176995390299364
227,235,0.07851724590063207
230,434,0.16179505460364615
230,271,0.18713112036521226
230,490,0.18829602638085405
231,632,0.10820160139744725
234,584,0.06500401946422656
237,670,0.24339586351955655
238,262,0.12017010501993738
240,548,0.09227010272962591
241,633,0.1773226099471593
241,259,0.1793595719623258
242,632,0.0903920234601259
242,742,0.10958678403951592
243,391,0.2120381220942475
244,442,0.20504457014952784
245,255,0.1855705250698308
247,311,0.13434971906876442
247,806,0.2768676177643315
248,701,0.12632732983364256
248,729,0.1432411287402066
249,598,0.20525607939247198
249,565,0.26406115561201693
249,273,0.2700853269173977
251,311,0.16129238899042775
252,261,0.17048150746414248
254,307,0.08734583303720139
255,269,0.16898455067913548
257,281,0.15542953818598473
258,618,0.11244882729896243
258,777,0.26323384024662705
258,622,0.30498051681021104
260,574,0.2684415616494833
260,345,0.2737756782721376
261,649,0.16208477078062133
261,584,0.18765464988487926
262,610,0.20728810105906817
262,453,0.2856285800095496
263,286,0.1942214668558016
263,578,0.25210416497341454
264,633,0.16598533197011972
266,516,0.0963287203937507
267,442,0.2326184578278003
267,443,0.26225516956049055
268,652,0.07904149355732756
268,638,0.11440645392674352
268,786,0.2661951720756129
270,394,0.30017541339251547
271,669,0.23477579269432047
272,483,0.17262496602578817
273,665,0.2790505012203434
275,477,0.18002389361663879
276,419,0.13627582263207313
277,359,0.14524393808511588
277,411,0.2654095401303206
278,306,0.24810235361517524
279,728,0.07243540290030856
280,351,0.07900424040840869
282,899,0.19561558693241152
282,776,0.29860704638994096
283,368,0.18988283266304742
284,667,0.13510394972772616
285,504,0.11993031787085028
285,788,0.19959663377735465
285,409,0.2588075921493802
286,781,0.1085017538008766
287,489,0.05839099104692934
287,304,0.17611143128233717
288,540,0.1684366205800705
289,644,0.22207244827264333
289,350,0.31563277206927964
290,312,0.19191683488600703
290,406,0.2198114028188298
291,544,0.14434580150389623
291,517,0.19850207297336078
293,435,0.10288959981721776
293,304,0.10635884596430406
293,393,0.16548018205902995
294,678,0.12023533771638503
294,488,0.19605761258598411
294,501,0.20701326702375303
295,848,0.09874564387825427
295,355,0.12348898716579489
295,365,0.3479505514102076
296,398,0.21180718174454968
296,419,0.23961572269719997
297,677,0.1913349992736896
297,713,0.25144369471304917
298,406,0.19030358705039216
298,643,0.20140573989422567
299,694,0.1791514218047054
299,313,0.22601554608335445
299,727,0.23664545835739254
300,620,0.11276461095352278
300,309,0.12165283775982999
300,521,0.1939025507069088
301,337,0.11062870635151545
301,432,0.22309699930488872
302,480,0.19172188029155016
302,696,0.272786397898968
305,694,0.200365732250765
306,728,0.19339757023682885
306,853,0.22025683107351113
306,465,0.2491187841049253
307,420,0.09648233658984091
307,665,0.24984309844001734
308,666,0.1822899528889438
308,656,0.20060913274483264
309,495,0.1729960869120732
310,605,0.22508747864856873
310,689,0.23729724269432176
310,542,0.26563532159887254
312,508,0.09612225227927418
315,388,0.18130545294349332
316,510,0.1832383244130578
317,424,0.04563946836178894
318,836,0.10874268509138453
318,845,0.2743305639161695
319,345,0.14824564606399335
320,897,0.20569183907005864
320,329,0.254326761018539
321,403,0.10448143662735584
321,385,0.19979988700837706
322,336,0.11170339005857875
322,330,0.2610475892212718
322,440,0.26490091262578147
323,375,0.23229404373271845
324,764,0.22657998792831435
324,690,0.22838586979018105
325,483,0.11898135757981555
326,841,0.12327241066206075
327,421,0.06636364197782174
327,441,0.1829185969519598
327,336,0.2201397999524773
328,801,0.30470694744842575
329,381,0.22599426646605733
332,341,0.14577348025874348
332,416,0.2884112475986174
333,524,0.2557701001560422
334,424,0.24158584799432853
335,364,0.24737278802768545
336,463,0.1385122638384607
338,880,0.22796609898697837
339,722,0.2639811753465176
339,658,0.29911882629950315
340,623,0.2704798918491845
341,742,0.15763864627781318
342,720,0.18805259186491255
342,556,0.2534106504149709
342,562,0.28537614800380817
343,527,0.368002485309299
344,698,0.1343238884972685
344,891,0.2424074446047987
345,368,0.27578136115072566
346,377,0.2752558826589731
347,680,0.1573204761730882
349,373,0.23695704823837377
350,361,0.11377711101719878
350,385,0.1280793441343356
351,363,0.07056780997595151
352,440,0.2312419499941998
352,554,0.2734625189469715
353,499,0.18885609612187687
353,741,0.278388021106127
354,463,0.2455463936465378
356,845,0.1594705283037603
357,884,0.24148942534286175
359,709,0.22647385554371396
359,644,0.2894177495448968
360,514,0.3019377290541848
361,407,0.06321072520832023
361,373,0.0714799344461985
362,375,0.1736419484161801
362,843,0.2316448695721557
363,500,0.1332387160839043
364,392,0.17366763731056728
365,376,0.0751840636378088
365,383,0.34786044232532715
366,733,0.17431000977153552
367,587,0.2707982075784188
368,734,0.2966038839983226
369,473,0.18017250598904272
369,857,0.20208947966846882
370,709,0.15299276375273038
371,848,0.1907889147018555
374,390,0.23205091029059297
375,852,0.2575903080895986
376,476,0.13936612927630287
377,441,0.067842109484474
378,874,0.24410302116626398
378,440,0.2677679864067954
379,869,0.23448651732876388
379,480,0.23562938130583647
382,457,0.2053678909029489
383,386,0.0685361689479959
383,392,0.3082963879828756
384,860,0.17020572215159244
385,738,0.3152274134999873
387,741,0.21192546237044058
389,545,0.2061822711514704
390,503,0.1352341492941744
391,431,0.20640170262295596
392,730,0.1689871193700332
394,403,0.18352834776232393
395,605,0.19468426166920014
395,695,0.19974664306856268
395,807,0.27554918762254915
397,475,0.17370584516548263
398,402,0.14199285888523783
399,414,0.19867063857458436
399,411,0.21049260698502845
401,533,0.22224477478824295
404,577,0.09169655103081564
404,564,0.3142135106839257
405,565,0.13383902746861584
409,513,0.2864009668087833
410,428,0.12769996959205135
412,598,0.07144421723592108
413,845,0.24170239945918554
415,819,0.2440396381073731
417,537,0.11344051421840624
417,876,0.30258579258910356
418,423,0.15911607682981183
418,445,0.21860274795702442
418,719,0.3653139367386661
419,724,0.16434125415494125
420,677,0.11974679561948326
422,895,0.1520258201427412
422,851,0.19090210926921447
423,428,0.12126818566707193
424,893,0.3937130011211894
425,893,0.13630475082040377
425,859,0.2757691975218714
426,601,0.08727617350422738
426,635,0.34159344654931073
427,814,0.08063320520993217
429,811,0.16448696522138143
429,789,0.21149429518455717
430,505,0.036940232392224444
431,806,0.1592372878094973
432,531,0.22099531596232527
432,434,0.2267906874988367
433,456,0.1060345721261128
433,871,0.1680160949141359
435,439,0.3249167112812107
436,755,0.2181346321248093
436,505,0.23325544777493512
437,550,0.06953822424338482
438,864,0.12747629665463708
439,466,0.12485026839090588
439,724,0.1957062767697922
440,853,0.23557994145957573
441,500,0.13280847005776897
442,594,0.10753001434466646
442,736,0.24807069383306268
443,602,0.09075183972990458
444,797,0.1950431515371936
444,459,0.27783451937851955
447,582,0.1803925398797534
448,600,0.31799031346080436
449,601,0.22353356540873615
450,459,0.15284066928479706
451,508,0.12230437353107097
451,617,0.2580373116822003
451,871,0.27370470353799653
452,828,0.15113123234551917
452,829,0.27769577120582645
452,830,0.33224421260643255
453,609,0.2208180715889616
454,571,0.15016214088952107
460,838,0.10548020926644941
460,471,0.12405214212050777
460,669,0.20782743753075436
461,482,0.20176653802103434
461,822,0.23560846120830167
462,470,0.12244979374770798
462,644,0.2776345152772675
464,482,0.1696456717139603
464,855,0.24103740635222648
465,498,0.2609617524741975
466,899,0.08675894112241478
467,897,0.2935989869568293
468,718,0.1886529066543512
469,783,0.1353971535730256
471,532,0.23686874661301396
472,836,0.12155858083058357
473,823,0.26365514194479367
474,510,0.05223849463221688
474,799,0.26590168334881586
474,768,0.26643138855701676
475,698,0.16893725726537118
476,841,0.10915625966319877
477,516,0.12780287676780955
478,732,0.10311445572475408
479,551,0.14034396616486267
479,520,0.14943047759293826
482,532,0.16609216250348424
483,822,0.1445601500467697
484,537,0.1619881804801427
485,741,0.2514273517960189
486,632,0.0741630257972684
486,547,0.30318004507918817
487,555,0.16518932977241912
487,700,0.18467203615455555
487,507,0.23272596694203526
487,551,0.27602810429532676
488,506,0.14606641137075482
491,492,0.05593392727870445
491,709,0.26334628408746363
492,730,0.20280720529655027
493,494,0.12430355070651099
494,656,0.08290317532895865
495,799,0.19323525037857084
496,658,0.15541607155044643
496,673,0.16531559644014815
497,640,0.13552537995062958
497,668,0.2009612657646283
499,570,0.09908421181555013
499,569,0.11454248749031125
501,631,0.1793259393202885
502,679,0.2464982500852447
503,885,0.10106998578338872
505,787,0.09756370232139176
506,784,0.15988304572866122
509,552,0.06077176397466594
511,681,0.24769276382471692
511,559,0.28990056828911054
513,856,0.07846323078910904
513,869,0.13587380905771426
515,708,0.2992585371828628
517,521,0.1310437076832871
517,615,0.2116000056369454
518,884,0.10237842043259344
519,687,0.15244378931223293
519,873,0.26618160057829304
522,701,0.2611127294025138
523,553,0.17814563161166744
523,654,0.20685129577722602
523,658,0.287203702086887
524,526,0.11403722888817934
525,533,0.17369957114378226
530,623,0.26014038925878774
531,839,0.28024415497773314
533,693,0.30727344258480754
534,768,0.215716124455128
535,547,0.12645781166098002
536,732,0.21660750811014376
539,803,0.08540985435278242
539,607,0.15514739704119604
539,573,0.17233638135986618
541,710,0.03200782021816512
543,866,0.3221747492048918
545,783,0.23522420065399957
546,779,0.11207924108883167
546,874,0.24826791235064585
547,680,0.27695376197186233
548,829,0.1902856952553642
549,776,0.0624048006536685
551,717,0.17274434710280326
552,589,0.16840009002662937
553,645,0.28248432455689915
555,557,0.28338177808523496
557,815,0.10853345035888083
558,686,0.26691787288004487
559,577,0.20175308715538515
560,570,0.29900970867200405
562,835,0.18433360158933004
564,766,0.18307797405267903
565,821,0.04256192960656636
566,579,0.18263325500478025
567,579,0.08390399311570375
568,577,0.17827951334319256
570,655,0.18675337942776132
571,699,0.11749499987882865
575,770,0.13468641454612487
575,606,0.186313773795422
576,606,0.18207728913587617
580,766,0.12655807826441035
581,711,0.2010169401108964
581,589,0.21635870993521455
581,648,0.2894648632443808
583,705,0.12894286890665402
583,714,0.15500715775518056
585,804,0.04068596305628981
585,736,0.23856456273675974
586,721,0.23977369400363557
587,890,0.2765111546643799
588,862,0.22045631191320353
588,889,0.23187488197783604
588,850,0.25737525299125874
589,835,0.18802617818231268
590,702,0.24716995952453502
590,771,0.2739292605344949
591,792,0.17877746999177782
592,745,0.2301752778222267
593,659,0.3032709564461595
594,697,0.24552741555534155
595,780,0.22249105261856492
596,597,0.20062508903718573
599,755,0.07844044925619455
603,796,0.22065531875024857
603,613,0.25921222715986564
607,802,0.19818913521505505
609,614,0.13923905472266804
611,794,0.18657072782094924
611,795,0.21505666358648243
612,746,0.2027631127204572
612,702,0.22112276066644423
612,671,0.23775585118986833
612,621,0.2651970305475824
613,628,0.20797418987391297
613,634,0.25803374623064307
615,850,0.19158847264649542
616,769,0.1475412286824122
616,720,0.15323594139987148
616,668,0.17229691721269272
617,865,0.26594084028788717
618,648,0.17671967319154577
619,740,0.26540604907712434
620,630,0.1950491960097114
621,800,0.25635307711993716
624,700,0.26566845152510576
625,813,0.14095051996745517
627,678,0.14044844198152956
628,772,0.22605945753410686
628,692,0.2544432778062002
629,850,0.20872773019988858
629,675,0.271017456569899
631,732,0.24698001172432527
633,657,0.04086232870548124
634,754,0.18598546071463934
634,790,0.24671501498530235
636,769,0.25419021639286604
637,794,0.1307504617817092
637,650,0.261934401076803
638,781,0.23777849903530499
639,692,0.14995741122046602
641,660,0.22648753627384813
642,660,0.12842238420986576
642,684,0.2265300951673255
643,767,0.17122008542868625
643,666,0.17251963442583074
646,751,0.17250080898937226
646,800,0.18053668815441182
647,682,0.09022063964916333
647,786,0.21691333183075479
651,671,0.188867462561853
651,664,0.28922237115775595
653,746,0.1448003212449528
653,778,0.18837699763160204
653,662,0.24435934525220082
654,783,0.3023378171806338
660,761,0.2365526218226663
662,772,0.13417351356200158
662,892,0.2439246166578748
664,672,0.04444617682024328
668,815,0.16958815532574933
672,713,0.1959049033362096
674,739,0.1586097773025259
674,873,0.19234345775890338
675,894,0.27551632703314227
676,749,0.1554536158358419
679,793,0.14700548270192107
679,881,0.15678979220063166
685,763,0.22130052186081298
686,896,0.2874889651227611
687,763,0.2768442460801754
688,691,0.08956760459160351
690,696,0.26447982228372613
694,789,0.20098184008113976
696,704,0.21293313517431445
698,716,0.11845829185542472
701,727,0.21048637191577693
703,752,0.17574741837732835
703,759,0.23782160449229323
705,711,0.26479469361801805
707,763,0.035127681818506
707,889,0.21897465874645486
708,752,0.19029117677669455
712,715,0.24918216290817197
713,801,0.20183657015285372
713,729,0.2558105811165692
714,731,0.188453018185936
714,761,0.23031424674701484
715,804,0.08209028271082618
719,723,0.14563054163546882
720,795,0.17428928555465367
721,758,0.1709975903180677
722,759,0.16713257478085305
723,820,0.1636729270946786
725,735,0.10984930664421962
726,802,0.11835301192603295
726,804,0.12306057125728334
743,750,0.19547729847007564
743,752,0.2667753886177266
744,787,0.11197962387789236
748,798,0.26590084720323215
749,798,0.09244771694547939
750,760,0.1477611077019382
750,800,0.21534457229927143
752,757,0.15390027419024488
756,760,0.31514239468504746
757,758,0.19885326968546843
762,801,0.18009839676159078
762,775,0.22914734952793767
764,885,0.19022222076059817
769,780,0.2605713533828256
776,831,0.27525680794823826
782,888,0.19253964354059944
783,784,0.22181443444821541
790,797,0.21196982811305362
791,796,0.14747965741971117
792,799,0.14281953116669094
793,798,0.2575656801659385
805,864,0.0479692150931489
808,813,0.28084237782438876
810,828,0.16342198563532448
813,825,0.22658625506184227
818,829,0.18966512736784102
818,898,0.22719512303576372
819,823,0.17325075089603212
820,865,0.09830862235163795
823,824,0.1660332983875183
823,832,0.22355105275394557
826,862,0.16869777614993164
826,895,0.21274368780232045
826,846,0.23984143066605235
827,829,0.09673416699613231
832,858,0.23636319690533736
833,834,0.168446359820801
834,847,0.182055787200388
837,840,0.06628759596680436
840,844,0.08819060691913648
844,857,0.20554601052161295
847,897,0.2622360694992746
854,863,0.16696929386200923
854,858,0.1923766280530556
855,878,0.17841159731621106
855,867,0.23873698244250818
861,875,0.1282172095545907
865,891,0.21752745355508488
868,875,0.11601321396487074
868,877,0.16185014015047375
870,880,0.12998744003539622
870,878,0.13793865708194394
876,879,0.04262707512010832
877,878,0.20784384735058126
879,893,0.08378039545841884
879,883,0.27593796672011117
886,887,0.16634286976545853
