NodeID,X,Y,Frame
0,0.19034653027530204,-0.029389848521259112,0.0
1,1.1278625860708935,0.2969563498855653,1.0
2,-0.2233490219632688,0.11965044400321803,2.0
3,-0.8682149366061712,-1.2421969773644814,3.0
4,-0.35846208217641334,1.0643431565145907,4.0
5,-0.2811953597077936,0.10515721555066837,5.0
6,1.1141511501353196,0.19126396418630717,6.0
7,0.7958513435985248,0.29250045598360913,7.0
8,-0.29226134390071623,1.2095288030242972,8.0
9,0.9649663732167086,0.24173367407555008,9.0
10,1.0925483533222435,0.17635251314038927,10.0
11,1.0008236458159003,0.24190790424319603,11.0
12,1.2619211066528013,0.23622708982717322,12.0
13,0.016707435366039653,-0.31389753076424576,13.0
14,-0.14864822178613019,0.09581223357094774,14.0
15,-0.4522810135206551,1.2322610746220655,15.0
16,-0.027441202493951402,-0.31645158907213994,16.0
17,1.014177797460892,0.2971551253952983,17.0
18,-0.46303662852927946,1.089558343702821,18.0
19,-0.8435512162930605,-1.0710122294445323,19.0
20,0.17026162700131817,0.5091533780695248,20.0
21,0.0669241928065539,0.3224143452746448,21.0
22,0.7460064556067074,0.44378605973359025,22.0
23,0.10725265441268665,-0.016782826003900072,23.0
24,0.1527936287868212,0.2944673894119518,24.0
25,-1.1213712847545532,-1.1609075343605015,25.0
26,0.12173525156011743,0.08230483118196277,26.0
27,0.2825920340916841,0.25786552881215413,27.0
28,-0.42308328715257937,0.576696868461981,28.0
29,0.10954357263475316,-0.1119280583693565,29.0
30,0.29420491048115194,-0.301750085134873,30.0
31,0.17096291085882281,0.20567591669970386,31.0
32,0.07728753478605087,0.40215011644872567,32.0
33,-0.9516249808376082,-1.2475647882782133,33.0
34,-0.9364051311675118,-1.3232238510449696,34.0
35,0.2717401248683459,-0.31518995635597946,35.0
36,0.05321891231395145,-0.009104675956473036,36.0
37,0.2508278226529348,0.09615143160307751,37.0
38,0.10550303201764104,0.4570369544189052,38.0
39,-0.016009658285740535,-0.31636964140319,39.0
40,0.17633388477743514,-0.004336847874095642,40.0
41,0.779185162852686,0.5133260671662605,41.0
42,-0.4546568066540629,-1.2731376032913613,42.0
43,-0.6621322940128191,-0.9645050451181121,43.0
44,0.08446337704735916,-0.36091029059621366,44.0
45,0.3156986007768888,0.05471045275897806,45.0
46,0.2823286724130187,0.24901994475046865,46.0
47,-0.07805039114260473,0.4836149424657123,47.0
48,0.5816221583379596,0.07102333349173191,48.0
49,0.5573133128462322,0.09910978474855621,49.0
50,0.46394191707241506,0.14997067109732293,50.0
51,-0.422123950874254,-1.189500706466655,51.0
52,-0.7704290301043641,-1.0686165930761058,52.0
53,0.5412745746930968,0.522529078523177,53.0
54,0.3730271057281851,-0.17726136818326566,54.0
55,-0.04833848891052136,-0.6160635482698773,55.0
56,-0.273126172068318,-1.1487030017620832,56.0
57,-0.15827528204825309,-0.857514588336013,57.0
58,0.2878602906337513,-0.34053629346169023,58.0
59,-0.09015355521599372,0.7673204022298816,59.0
60,0.49203928605293795,0.13067870104934876,60.0
61,-0.10328685864377556,-0.05867392513945199,61.0
62,-0.2765582260290332,0.7889086404289206,62.0
63,-0.9164540981328811,-1.1442570066251052,63.0
64,-0.31047064353620113,1.134530410823147,64.0
65,-0.15265792594921404,0.9619541576871137,65.0
66,-0.41546250495151865,1.4022184416804941,66.0
67,0.5106459864148488,0.5118854249293819,67.0
68,-0.05482825206433296,0.49821367626908997,68.0
69,-0.4622587513429089,1.1122600495259196,69.0
70,0.5333041626352566,0.4945371091568859,70.0
71,0.5387377806557518,0.4407395627988142,71.0
72,0.8682640600189436,0.26555828915248036,72.0
73,0.8304400590061825,0.27753435907283647,73.0
74,1.260384057687383,0.31851229230056394,74.0
75,1.2851274529396974,0.3076253586692278,75.0
76,0.608644513229733,0.23720037654395879,76.0
77,-0.37624566584810204,-1.145217355559275,77.0
78,1.093133561519319,0.18743852368131433,78.0
79,1.2432052730954317,0.27649519854493226,79.0
80,-0.29162756304253007,-1.4582297864344016,80.0
81,-0.2822771487212168,0.8969556666242066,81.0
82,-0.42582071679308836,1.375465708688647,82.0
83,1.2570666601831022,0.2961405719583686,83.0
84,0.791838282729438,0.5438142265672046,84.0
85,0.1153172433998147,0.4447163546841255,85.0
86,1.2650415324394024,0.2977186306134182,86.0
87,1.1321173568867917,0.17353518442628055,87.0
88,0.5284197200021032,0.3531481301502644,88.0
89,-0.35174194470437864,-1.1769491053467174,89.0
90,-0.729002800954228,-0.9260939442057828,90.0
91,0.3803808330849037,-0.08207967065272023,91.0
92,0.36555665091892425,-0.06721755297664121,92.0
93,1.1631391872712702,0.2521472262941297,93.0
94,0.2210385894598539,0.2359879174363497,94.0
95,0.38493107040537394,-0.060391755500005036,95.0
96,1.25120291630663,0.28942714206999043,96.0
97,0.5326036386490602,0.4220759290063892,97.0
98,-0.2511833755061659,-1.3144425151359203,98.0
99,1.2549752787494584,0.2242727484225749,99.0
100,0.964697232854449,0.20442887747438468,100.0
101,0.10637105018702352,-0.08015054357756528,101.0
102,-0.33418764047927374,-1.2475636782205677,102.0
103,-0.691194331772672,-0.972029093875438,103.0
104,1.1160721125185118,0.14946747041049557,104.0
105,1.0039328044771163,0.2709477643622172,105.0
106,0.6412353834084861,0.2891501058262758,106.0
107,-0.3327816019912247,-1.2652574954128493,107.0
108,-1.0107635628153908,-1.325578655168205,108.0
109,-0.812741135685749,-1.0523195935200875,109.0
110,-0.5419660180286848,0.7816346288875577,110.0
111,-0.4045583315455973,0.8178310648284823,111.0
112,-0.25297677259733536,-1.283474052936795,112.0
113,-0.32704537970049835,-1.3066768125589578,113.0
114,-0.9361939223167828,-1.2090641083142866,114.0
115,1.1978257257979177,0.25597575790276983,115.0
116,-0.3879745801587027,-1.0836849078149553,116.0
117,-0.3319126084475866,-1.2170296810050283,117.0
118,-0.030508181415178158,-1.1004876630088838,118.0
119,0.09634925989527704,-0.7606391834625983,119.0
120,0.5752312026250862,0.48575029431413613,120.0
121,-0.9964799490176897,-1.3969826948667206,121.0
122,-0.2691544112551108,-1.2805483262042605,122.0
123,-0.9992873978326514,-1.3203877336673397,123.0
124,0.14481915589738703,-0.23031617384788822,124.0
125,0.9394656971905654,0.2483017354576907,125.0
126,-0.29684793965300615,-1.2377205466254269,126.0
127,-0.3412871821373624,-1.3919650053698818,127.0
128,-0.12131681080346049,-0.8302513345351142,128.0
129,-0.04289812034051935,-0.1744087085614364,129.0
130,-0.2628708094002944,-1.1754855754656852,130.0
131,-0.463062499218786,-1.337807886374644,131.0
132,1.2370231630743218,0.2610082416543249,132.0
133,0.17603805919988574,-0.24461132849866773,133.0
134,0.8670735799947059,0.25921433545888284,134.0
135,-0.29844018351431933,-1.3596253694641147,135.0
136,-0.015681819480615995,0.025035528749052724,136.0
137,1.0056012125370115,0.20168319494206927,137.0
138,-0.4457887166154766,-0.9900542044603775,138.0
139,-0.9812663177034184,-1.3155541399844906,139.0
140,-0.1298437357382799,-1.0043110588213353,140.0
141,0.2105459699373816,-0.2716041498339777,141.0
142,0.5303439091724446,0.40176967418137377,142.0
143,-0.43078436988565544,-1.203847714735237,143.0
144,-0.42397553289935436,-1.2675741039909096,144.0
145,-0.09129603713746452,-0.9569809692186487,145.0
146,0.2379726435311368,-0.2878473422880924,146.0
147,-0.0899544115686539,0.7344255638836471,147.0
148,-0.23744330372000103,-1.3381469949409839,148.0
149,0.044275500018165846,-0.7705187830271398,149.0
150,0.3397462649080377,-0.32155999342672975,150.0
151,-0.2886950489088718,1.4634231019296395,151.0
152,-0.40062235047419287,0.751415675061625,152.0
153,-0.4735610872243804,-0.9665730857380564,153.0
154,0.8426667007671822,0.6333376623071978,154.0
155,0.5312930995309323,0.3339950635313456,155.0
156,1.30008855288841,0.23829443609375303,156.0
157,-0.33709434899954643,0.9002770996405106,157.0
158,-0.020807873353751106,-0.6704205673367825,158.0
159,-0.24504510688524783,0.6349716448264784,159.0
160,-0.27164549254749104,0.6225885142117875,160.0
161,-0.33758258741788355,1.5198588744947061,161.0
162,-0.19195526833343526,0.6571030271310921,162.0
163,0.6284487811707239,0.22984502604811563,163.0
164,-0.6369728658305048,0.8232151689490262,164.0
165,-0.3827443556507224,0.8198521667922625,165.0
166,-0.1283134170964228,0.7167049392610375,166.0
167,-0.30540570566467595,-1.4207727893900206,167.0
168,1.2728364847000746,0.21283097638487825,168.0
169,1.2800087251399583,0.20386986897526094,169.0
170,-0.2345003233849373,0.9366066382307264,170.0
171,-0.21761183702471718,0.6913844365863536,171.0
172,1.2932096111575482,0.2390995965019678,172.0
173,-0.03730463670410815,-0.1522149740168612,173.0
174,0.35359333116807157,-0.30005871047765265,174.0
175,0.10241045453269826,-0.8025629050423705,175.0
176,-0.23591042075459775,1.9230435398267303,176.0
177,-0.04467708356909084,-0.007297594601322793,177.0
178,0.31577059221632175,-0.6893338786339721,178.0
179,0.8483848762727901,0.6020985169428359,179.0
180,-0.3124898904657168,0.7902371840479273,180.0
181,-0.10859892786451839,0.6226434772164247,181.0
182,-0.4851556137511584,0.8183072774996402,182.0
183,-0.15015831093928111,1.5729185085418251,183.0
184,0.486121174739672,0.280175939991549,184.0
185,0.5366175205117948,0.2618656046361065,185.0
186,-0.07785835254532766,-0.6023629686735728,186.0
187,-0.23934385232464955,1.2539666357708923,187.0
188,-0.18686103879686317,1.7378621820614164,188.0
189,-0.20239574085639353,0.9252409369890267,189.0
190,0.6935838903160574,0.338808566892809,190.0
191,0.5425027037977722,0.304343424991683,191.0
192,0.051359141342641954,-0.7856522269658789,192.0
193,1.0302245697253967,0.2374913485670115,193.0
194,1.0981394713455936,0.19602429438128366,194.0
195,1.0868257309928069,0.22785295211265263,195.0
196,0.5729784125008673,0.2391604190482751,196.0
197,1.064289626061696,0.2315962954957104,197.0
