UMAP1,UMAP2,UMAP3,Frame,Complexity
21.045107,15.233991,-0.42578414,265,3.8311800682075163
20.968796,15.141378,-0.4876001,266,3.8416994428906315
21.01414,15.186182,-0.48904714,267,3.773826174556466
20.884651,15.083507,-0.4064865,268,3.7363936057211466
21.053036,15.169582,-0.39097866,269,3.6520973058242756
21.033133,15.127046,-0.33645073,270,3.6574083911413755
20.769938,14.864926,-0.20419246,271,3.6170606260695757
20.733406,14.833797,-0.06862142,272,3.621916771633466
20.798143,14.910407,-0.20496297,273,3.593179493580898
20.742805,15.04901,-0.027822403,274,3.557079959443454
20.779974,14.7854805,-0.106601715,275,3.5429415436192526
20.6178,14.762317,-0.16694453,276,3.553628755794989
20.634401,14.747231,-0.121424526,277,3.585269282112359
20.543596,14.63873,-0.1303894,278,3.595410329262517
20.544823,14.655471,-0.03018768,279,3.623790675742868
20.441889,14.561677,-0.02574517,280,3.6250740043937038
20.46425,14.559036,0.020902824,281,3.6219259726020057
20.559483,14.66831,-0.081587896,282,3.65303265071258
20.528284,14.679896,-0.0807483,283,3.6944921305258576
20.488209,14.515477,0.07401123,284,3.693068584364539
20.579432,14.559323,0.071891256,285,3.7397618804649353
20.540249,14.590943,-0.054362588,286,3.767055262146974
20.455572,14.446859,0.1450542,287,3.778584018096568
20.320189,14.271941,0.22345604,288,3.794830454468214
20.409128,14.327727,0.25783664,289,3.8849767450316888
20.311268,14.158902,0.32486773,290,3.8929692190287373
20.402454,14.298556,0.28515732,291,3.9276903009145268
20.216373,14.008957,0.4341784,292,3.9545710031094337
20.348536,14.177697,0.38418636,293,4.005854191709746
20.306122,14.124365,0.39283118,294,4.039204645583337
20.209019,14.013144,0.5378084,295,4.043751945862945
20.30633,13.992552,0.5011829,296,4.046598936614409
20.212559,13.985513,0.5710336,297,4.010084296505335
20.202862,14.049369,0.5613393,298,3.9869063938374247
20.227945,13.907427,0.6777484,299,3.9658617625253476
20.26584,13.889099,0.7703653,300,3.990501365716066
20.259634,13.90728,0.65372115,301,3.9798168358830277
20.165007,13.819859,0.75829643,302,3.9799908762195773
20.105703,13.7711115,0.794551,303,3.943844250544965
20.225733,13.745761,0.87663877,304,3.9115564866856536
20.142088,13.77627,0.7214631,305,3.8669668329374938
20.12991,13.7477,0.73269457,306,3.8566815150864997
20.058031,13.616342,0.9131066,307,3.8734858267689383
20.004478,13.543952,0.9797294,308,3.8661886846283346
20.040367,13.547995,1.0102563,309,3.8620309054810567
20.081047,13.500343,1.0946094,310,3.8787564045392067
20.094406,13.599335,0.99443156,311,3.9334704410955315
20.07608,13.512129,1.0997579,312,3.954124956417991
20.050903,13.402407,1.2613955,313,3.9710752447732656
20.011288,13.395313,1.2351695,314,3.979258922288206
20.175035,13.423194,1.2088518,315,3.9747795666794117
20.124363,13.486288,1.3026334,316,4.00923175036908
20.241936,13.554429,1.2213058,317,4.014764325075746
20.327171,13.567349,1.2721535,318,4.009279398673312
20.103779,13.442604,1.392438,319,4.037507743916591
20.076063,13.412784,1.3910445,320,4.043342371357478
20.25539,13.524511,1.1920724,321,4.009126612303261
20.234524,13.709546,1.5803385,322,4.0345274697936855
20.212158,13.591929,1.5721308,323,4.092054452882133
20.106735,13.570034,1.6206465,324,4.065060752853029
20.172604,13.533077,1.4742264,325,4.007469865279435
20.089174,13.37539,1.3219938,326,3.9986209794329666
20.204956,13.361285,1.457272,327,3.969330886596583
20.306374,13.377859,1.3525964,328,3.9288884915196687
20.23309,13.358899,1.4445213,329,3.8322345801159505
20.187977,13.31778,1.4231024,330,4.026776202442188
20.265078,13.352705,1.3768057,331,3.9669712399627928
20.255865,13.36163,1.4496245,332,3.9660400547552084
20.228342,13.335915,1.5175517,333,3.9181023022511874
20.300476,13.281432,1.4694403,334,3.793151813285949
20.55566,13.350927,1.4876823,335,3.8593428216256918
20.307196,13.275693,1.4275788,336,3.849336799262535
20.45489,13.399751,1.5883093,337,3.8505258213312525
20.242931,13.3282795,1.5162009,338,3.85686802840347
20.375223,13.263311,1.5465589,339,3.884216296885105
20.310726,13.255673,1.5094812,340,3.8655517847286758
20.41443,13.348808,1.6100972,341,3.849310473212208
20.47357,13.349427,1.5693607,342,3.8418553411730723
20.43118,13.420137,1.7069265,343,3.8264155408140588
20.483646,13.582668,1.8365239,344,3.8304497788250496
20.390154,13.487847,1.6590223,345,3.8144577994467284
20.505274,13.562932,1.7105188,346,3.7974868472955983
20.733343,13.62364,1.6329187,347,3.777861673497688
20.866707,13.762549,1.571565,348,3.762670055165498
20.750431,13.699081,1.7315676,349,3.754655727040702
20.57486,13.644764,1.7161088,350,3.767981799207716
20.620245,13.622431,1.7672974,351,3.755806765194427
20.47058,13.573232,1.7293276,352,3.7282843203613187
20.50974,13.545105,1.7887826,353,3.720119238904932
20.53389,13.701429,1.7718967,354,3.7142288051151016
20.44856,13.737148,1.9973654,355,3.7207439466133625
20.407885,13.730412,1.9391099,356,3.7197927798991888
20.322672,13.7955475,1.9394895,357,3.7321975980729345
20.560051,13.765899,1.9112004,358,3.7285819301833283
20.459785,13.830546,1.9571162,359,3.7089209681881563
20.417936,13.869537,2.0154355,360,3.674706886560077
20.371727,13.91454,2.068557,361,3.6836364564441886
20.483866,14.0086355,2.1096554,362,3.688367985436134
20.461266,14.109156,2.0962846,363,3.697232016759461
20.54077,14.112785,2.1671357,364,3.707893563002716
20.477976,14.056969,2.1206274,365,3.718500813057847
20.637506,14.22903,2.2467499,366,3.746059502347743
20.553123,14.177237,2.1612198,367,3.740788989410211
20.44961,14.1179,2.187416,368,3.738940532856368
20.66865,14.344078,2.1651342,369,3.7851808012163697
20.575825,14.246879,2.1280522,370,3.8065905982568773
20.591547,14.24589,2.0627291,371,3.8292742452210615
20.554405,14.222038,2.0751257,372,3.8651800469807664
20.740349,14.408598,2.0638385,373,3.8665472261754967
20.720621,14.408538,2.1809707,374,3.863903251573546
20.69821,14.420676,2.143372,375,3.850902649195463
20.755625,14.481438,2.1477225,376,3.8649827084452677
20.90874,14.452363,1.8931079,377,3.891292808300123
20.861282,14.49167,2.2388377,378,3.881540049743219
20.782362,14.501708,2.1234498,379,3.9083238819778487
20.76604,14.513596,2.0163603,380,3.9176650225012426
20.818361,14.563383,2.0826256,381,3.894010652466391
20.81134,14.515129,2.0069404,382,3.8911007593068043
20.861147,14.593828,2.1448507,383,3.902855240361493
20.950642,14.693457,2.0674348,384,3.9275962399184703
20.90326,14.623039,2.1366928,385,3.9217218026196528
20.867834,14.655959,2.0277526,386,3.923948782771767
20.943205,14.724724,2.018156,387,3.9517582346432527
20.91942,14.644285,2.0482225,388,3.94620490916289
21.00995,14.750969,2.1627975,389,3.9955669362601096
20.961657,14.657722,2.0858376,390,4.215824089636434
21.067974,14.839932,1.9425032,391,4.255797472525184
21.015081,14.777792,2.0040102,392,4.251951127766208
20.991888,14.734364,2.0659294,393,4.192990376222162
21.198774,14.967064,2.0797672,394,4.174730513466759
21.077179,15.130508,1.8452134,395,4.117146251510606
21.173521,14.943033,1.9058716,396,4.077681189458525
21.149137,14.941458,1.9608778,397,4.06755523094605
21.253529,14.979819,1.9169666,398,4.0714754891193925
21.262463,14.847777,1.8897437,399,4.092634582146255
21.116112,14.912249,1.8389263,400,4.079186395749006
21.12769,14.880753,1.855493,401,4.073239003183593
21.167084,15.0433655,1.9697869,402,4.075316971462328
21.186848,14.97351,2.0146246,403,4.039849906803112
21.067041,14.807885,1.8622165,404,4.040509692828752
21.187805,14.847678,1.8124312,405,3.9721539380884
21.16915,14.921714,1.8484292,406,3.964754828636037
21.171041,15.084985,1.8264154,407,3.939704237925762
21.243038,14.979896,1.9667501,408,3.9566355029680507
21.347225,15.001088,1.771226,409,3.918138454759965
21.28382,15.108193,1.9369875,410,3.9210719644410017
21.292122,14.979491,1.739885,411,3.7861834030742476
21.530916,15.165857,1.9129543,412,3.7934541154957873
21.44503,15.109896,1.756363,413,3.753328025393083
21.401745,14.993634,1.7174027,414,3.7417105257878527
21.211231,15.052739,1.6183668,415,3.594223290186101
21.465834,15.365937,1.5475575,416,3.5912074211807505
21.344753,15.1854725,1.5804604,417,3.391596230526912
21.223873,14.9175005,1.4694378,418,3.3216747240939344
21.38427,15.112208,1.5465914,419,3.3852598127277016
21.221935,15.063425,1.3564917,420,3.3816261961835483
21.361639,14.964781,1.4878445,421,3.3230159851738823
21.044651,14.887307,1.1941093,422,3.3280300234185143
21.171824,14.807058,1.5632008,423,3.2785354625653236
21.243938,14.949341,1.3130529,424,3.253063916896735
21.133299,14.778964,1.3002622,425,3.2493557626695893
21.106068,14.816631,1.2225841,426,3.2551913646858135
21.013813,14.724559,1.4643233,427,3.278685376849103
20.960352,14.729667,1.2162138,428,3.291801799500585
21.115103,14.831132,1.2617184,429,3.2678952056695105
21.102032,14.797938,1.235279,430,3.3182936651206196
21.240938,14.824942,1.0350115,431,3.3274845455947277
21.05797,14.81933,1.2709137,432,3.3445134618566725
21.198381,14.930719,1.0812563,433,3.3691106630142245
21.142578,14.872002,1.1402558,434,3.3751477267031706
21.226347,14.860136,1.1685126,435,3.3578187908073964
21.356014,15.030339,1.0808245,436,3.361998639370837
21.383482,15.080731,1.0175352,437,3.404892656199711
21.242329,15.018412,1.1716678,438,3.4232100813269817
21.354704,14.943422,1.0720543,439,3.381567142512439
21.028126,15.125134,0.94148386,440,3.3870204313340393
21.379665,15.016654,1.1339333,441,3.3670195090031325
21.571434,14.937462,1.1188742,442,3.3856178141775257
21.259277,15.04793,1.2372185,443,3.424207975412318
21.333649,15.182904,0.9914729,444,3.471183507099337
21.395462,15.124422,0.97358876,445,3.4574001720278726
21.411957,15.322859,0.993377,446,3.4567221248125746
21.314354,15.052291,1.0413535,447,3.4851597958860814
21.233683,15.1119795,0.9029037,448,3.476108343165479
21.56623,15.183399,0.9985653,449,3.453507953073006
21.465347,15.261497,1.0491853,450,3.518115577670698
21.461685,15.431474,1.0598999,451,3.495833766096931
21.560333,15.380608,1.0298305,452,3.4966632656277294
21.49753,15.248881,0.94401217,453,3.4575256731356987
21.514635,15.397805,0.80578774,454,3.4106305865744386
21.523756,15.663433,0.88957965,455,3.38563326597585
21.54269,15.485519,0.9373227,456,3.370874636189138
21.496166,15.574129,1.0921232,457,3.3734422970294067
21.627544,15.412352,1.050442,458,3.373158606587784
21.622337,15.426656,0.9609031,459,3.375221137912297
21.728508,15.568765,1.1041341,460,3.372927175941452
21.708868,15.547183,0.9857018,461,3.3984331990784584
21.74167,15.2694645,1.158136,462,3.4017188834972623
21.384363,15.537091,0.8262288,463,3.427577081863435
21.68305,15.550519,0.87490135,464,3.4205207260990775
21.692324,15.411274,1.1163936,465,3.42027911956491
21.822405,15.375949,0.9379543,466,3.43893803425775
21.701069,15.505616,1.0081692,467,3.4423146649066467
21.931232,15.412602,1.0872413,468,3.4540974345913344
22.015352,15.376971,0.96831465,469,3.473661374975108
21.884668,15.511868,1.181226,470,3.4819038648995573
21.918303,15.473912,1.1501901,471,3.482124342821238
21.884224,15.526883,1.3117459,472,3.4979493060807516
21.991827,15.432702,1.2478588,473,3.4940963968221745
21.762566,15.361987,1.2188879,474,3.5421509217277247
21.6541,15.720183,1.27877,475,3.5325291136798738
22.02713,15.6431055,1.3926164,476,3.5364054719834717
21.86926,15.46116,1.4542447,477,3.568378046518777
21.869291,15.38457,1.3335739,478,3.572368200567696
21.93394,15.586027,1.5937314,479,3.579110657322381
22.071482,15.700714,1.5778928,480,3.6131612397586186
21.988705,15.450132,1.4278935,481,3.6220668268093963
21.927076,15.497074,1.5089535,482,3.6214715798384205
21.99149,15.671961,1.286494,483,3.6293171242343907
22.067616,15.63882,1.6308662,484,3.664889489137473
21.840553,15.721398,1.4179083,485,3.6814620793786963
22.015995,15.73613,1.7282716,486,3.696903020291195
21.788801,15.676694,1.6063161,487,3.6987515919949616
22.011751,15.755438,1.625944,488,3.709061883752406
22.022966,15.843423,1.6640912,489,3.699287693809273
21.94371,15.643767,1.6171808,490,3.705092751511347
21.899624,15.670734,1.661873,491,3.7152068798993785
22.118422,15.585489,1.7495402,492,3.738474766005989
21.988234,15.522112,1.8580216,493,3.7247067067461326
22.049389,15.748365,1.8340327,494,3.722546414133444
22.030441,15.832603,1.7972041,495,3.7375103922663415
22.240484,15.7188425,1.9238726,496,3.7379262649830043
22.10527,15.724346,1.8172724,497,3.7592961848748123
22.128986,15.945343,1.8893406,498,3.7578521230927966
22.107325,16.278387,1.886291,499,3.7399041277215708
22.295002,15.85097,2.097952,500,3.746394194985026
22.258554,16.06312,1.9777253,501,3.7551389848551087
22.168768,15.882091,1.8891016,502,3.7606076171780694
22.34122,15.722376,2.0196183,503,3.7574755410687537
22.217333,16.132988,2.0606623,504,3.784435122669914
22.397179,16.291271,2.098958,505,3.7859572385054014
22.327566,15.792474,2.0671284,506,3.794017007808271
22.228357,15.951469,1.9622003,507,3.7943462925959883
22.289654,15.942675,2.0256515,508,3.796270964139189
22.37442,15.875468,2.1416476,509,3.7749373560516895
22.364813,15.996476,2.538082,510,3.777844199352386
22.310522,15.751411,2.1640844,511,3.75478047303837
22.296154,15.771517,2.1762846,512,3.7563443120602216
22.354118,15.850994,2.0185122,513,3.7707274493486675
22.353277,15.84233,2.10192,514,3.754600574460296
22.275915,15.792801,2.0614915,515,3.7601274610996795
22.545961,16.037268,2.1767368,516,3.770118319480184
22.235346,16.268835,1.9156162,517,3.7707996696402186
22.50868,15.89551,2.3637886,518,3.76825371424644
