session_id,frame,UMAP_1,UMAP_2,UMAP_3,region,n_units
743475441,0.0,4.793745,4.556355,6.7121906,VISam,53
743475441,1.0,5.01145,4.8173995,6.4271164,VISam,53
743475441,2.0,5.6336794,5.22227,6.4852896,VISam,53
743475441,3.0,5.313037,5.1883225,6.448242,VISam,53
743475441,4.0,5.5168505,5.3745837,6.322598,VISam,53
743475441,5.0,5.5831428,5.2797985,6.4142537,VISam,53
743475441,6.0,5.671534,5.270992,6.4318357,VISam,53
743475441,7.0,5.6759267,5.1647625,6.387497,VISam,53
743475441,8.0,5.6814013,5.2271023,6.4268284,VISam,53
743475441,9.0,5.7846394,5.0416203,6.3370643,VISam,53
743475441,10.0,5.99955,4.8275795,5.9725366,VISam,53
743475441,11.0,5.9899607,4.8660665,6.114537,VISam,53
743475441,12.0,5.8644366,5.038074,6.111185,VISam,53
743475441,13.0,5.83508,5.0646844,6.2841973,VISam,53
743475441,14.0,5.3894987,5.2625747,5.3364687,VISam,53
743475441,15.0,5.863936,5.050836,6.238007,VISam,53
743475441,16.0,6.020386,3.8529224,5.3621273,VISam,53
743475441,17.0,8.041332,2.5422292,2.9589195,VISam,53
743475441,18.0,8.032833,2.6772375,3.0345592,VISam,53
743475441,19.0,6.0647597,4.054227,2.8941607,VISam,53
743475441,20.0,5.756883,3.768082,2.753955,VISam,53
743475441,21.0,5.733314,2.876942,4.0119452,VISam,53
743475441,22.0,5.4933877,2.6033726,2.7597282,VISam,53
743475441,23.0,5.802387,3.4093854,5.4837203,VISam,53
743475441,24.0,5.883574,2.278881,3.8012433,VISam,53
743475441,25.0,5.7908893,2.4077804,3.2131877,VISam,53
743475441,26.0,6.604648,2.413571,3.7302678,VISam,53
743475441,27.0,5.888751,3.89197,5.229134,VISam,53
743475441,28.0,5.8169665,3.4913914,3.9167802,VISam,53
743475441,29.0,4.750404,3.0111265,3.090435,VISam,53
743475441,30.0,6.7077093,2.5272906,4.2634535,VISam,53
743475441,31.0,6.1726713,3.6824076,5.3754835,VISam,53
743475441,32.0,6.056921,2.257384,3.7352288,VISam,53
743475441,33.0,7.326732,2.3998625,3.5343657,VISam,53
743475441,34.0,7.0899644,2.3281572,4.035006,VISam,53
743475441,35.0,5.718945,3.6057024,2.763108,VISam,53
743475441,36.0,7.608594,2.7727017,4.0955048,VISam,53
743475441,37.0,7.1465893,3.28766,1.9492862,VISam,53
743475441,38.0,6.72444,2.893444,3.3801692,VISam,53
743475441,39.0,6.547399,2.5420952,2.776734,VISam,53
743475441,40.0,7.6008396,2.6517682,3.8650737,VISam,53
743475441,41.0,7.2766128,3.1682174,2.6401486,VISam,53
743475441,42.0,6.996543,1.5725724,3.385278,VISam,53
743475441,43.0,5.9019566,2.9570076,2.3533356,VISam,53
743475441,44.0,5.3200965,4.71457,5.45515,VISam,53
743475441,45.0,6.7012563,4.1881485,2.5216217,VISam,53
743475441,46.0,6.4393234,3.2667449,2.3187842,VISam,53
743475441,47.0,7.3725705,3.1233356,2.7399232,VISam,53
743475441,48.0,7.7499514,3.1332855,2.2687516,VISam,53
743475441,49.0,7.3023014,3.7436635,3.1953847,VISam,53
743475441,50.0,4.92341,4.361937,3.6465325,VISam,53
743475441,51.0,5.741301,3.170073,5.0886283,VISam,53
743475441,52.0,7.177747,3.083324,3.298227,VISam,53
743475441,53.0,7.1698728,2.8392577,2.3035572,VISam,53
743475441,54.0,7.2264986,3.0601058,1.9175807,VISam,53
743475441,55.0,7.077183,2.3866758,2.3893752,VISam,53
743475441,56.0,7.7599144,3.5188332,2.6991909,VISam,53
743475441,57.0,7.266558,2.799488,3.255717,VISam,53
743475441,58.0,7.134366,2.1095135,2.2510896,VISam,53
743475441,59.0,5.895541,2.5072935,4.436278,VISam,53
743475441,60.0,7.367767,3.7545903,2.97086,VISam,53
743475441,61.0,7.88086,2.569879,2.2474043,VISam,53
743475441,62.0,7.5588098,2.6872952,2.0833588,VISam,53
743475441,63.0,5.3433204,2.947966,4.1638346,VISam,53
743475441,64.0,6.684131,2.716134,2.614239,VISam,53
743475441,65.0,5.51167,5.4116955,6.2413583,VISam,53
743475441,66.0,5.223889,4.8125863,5.695365,VISam,53
743475441,67.0,5.1758885,5.036767,5.513487,VISam,53
743475441,68.0,5.017026,5.2830534,5.390462,VISam,53
743475441,69.0,4.924784,5.1937275,5.2158384,VISam,53
743475441,70.0,4.89947,5.415103,5.6121283,VISam,53
743475441,71.0,5.1116233,5.3981113,5.456574,VISam,53
743475441,72.0,5.259029,5.5858507,5.588617,VISam,53
743475441,73.0,5.396601,5.525755,5.973572,VISam,53
743475441,74.0,5.4816995,5.5039673,6.0835238,VISam,53
743475441,75.0,5.3936033,5.461483,5.997367,VISam,53
743475441,76.0,5.480927,5.3659678,6.1976542,VISam,53
743475441,77.0,5.226239,2.9235547,2.7066665,VISam,53
743475441,78.0,5.4687757,5.6088967,5.4594064,VISam,53
743475441,79.0,5.4556837,5.444307,5.47623,VISam,53
743475441,80.0,6.2613025,3.1902852,2.1581998,VISam,53
743475441,81.0,7.295861,3.7269282,2.8997254,VISam,53
743475441,82.0,6.608962,2.996962,2.0798292,VISam,53
743475441,83.0,6.5158033,2.956202,2.1232429,VISam,53
743475441,84.0,7.1950693,3.2802505,2.3941,VISam,53
743475441,85.0,6.219787,3.660721,2.9971688,VISam,53
743475441,86.0,6.2077093,2.5126684,2.2520227,VISam,53
743475441,87.0,7.5825043,3.1402695,2.3682084,VISam,53
743475441,88.0,7.745041,3.2228165,2.3064013,VISam,53
743475441,89.0,6.893875,3.0074232,1.9467994,VISam,53
743475441,90.0,6.284616,3.409275,3.1616569,VISam,53
743475441,91.0,7.483147,2.5224237,4.2221403,VISam,53
743475441,92.0,4.7393465,3.0847743,3.140428,VISam,53
743475441,93.0,5.1268587,2.746692,3.038255,VISam,53
743475441,94.0,6.5195837,3.5785084,2.7233257,VISam,53
743475441,95.0,5.916274,3.4954827,2.898513,VISam,53
743475441,96.0,6.2890215,3.1825366,2.767447,VISam,53
743475441,97.0,7.717339,3.0407948,2.2260413,VISam,53
743475441,98.0,7.4946713,2.3649044,3.288253,VISam,53
743475441,99.0,5.8175673,2.26512,2.756659,VISam,53
743475441,100.0,4.7935104,3.0101705,3.190867,VISam,53
743475441,101.0,6.05977,3.394023,2.3589795,VISam,53
743475441,102.0,6.5636683,1.6423142,3.2352703,VISam,53
743475441,103.0,7.3851514,3.5590749,3.2638822,VISam,53
743475441,104.0,6.6594625,3.7401378,2.6131973,VISam,53
743475441,105.0,7.162329,3.6555667,2.5547533,VISam,53
743475441,106.0,6.7574954,3.8357785,2.5583127,VISam,53
743475441,107.0,5.3194327,3.495018,2.7707202,VISam,53
743475441,108.0,7.407815,2.7953334,4.337278,VISam,53
743475441,109.0,7.637015,3.0007026,3.8293157,VISam,53
743475441,110.0,7.277208,3.2392871,2.1603498,VISam,53
743475441,111.0,6.881938,1.5262308,3.4637449,VISam,53
743475441,112.0,5.020041,4.4032497,3.8925295,VISam,53
743475441,113.0,6.3114724,3.8778062,3.0793428,VISam,53
743475441,114.0,7.061808,4.229689,2.485524,VISam,53
743475441,115.0,5.2946014,3.2455797,2.6735451,VISam,53
743475441,116.0,6.1041303,4.07557,3.653062,VISam,53
743475441,117.0,6.671192,3.8094552,2.6993103,VISam,53
743475441,118.0,7.059883,4.1308146,2.4435422,VISam,53
743475441,119.0,6.392948,2.45317,2.359279,VISam,53
743475441,120.0,7.212006,3.6982334,2.2551162,VISam,53
743475441,121.0,6.7809668,3.2130685,2.8044195,VISam,53
743475441,122.0,6.9700723,4.060188,2.9252977,VISam,53
743475441,123.0,5.0537133,3.8050373,3.5024734,VISam,53
743475441,124.0,5.777059,2.5899858,3.088073,VISam,53
743475441,125.0,5.0304165,2.7658412,3.2624753,VISam,53
743475441,126.0,5.040539,4.20735,3.518376,VISam,53
743475441,127.0,6.9808283,3.63543,3.0260658,VISam,53
743475441,128.0,6.9350023,3.6303124,3.3439512,VISam,53
743475441,129.0,6.5248528,3.7052612,2.6125336,VISam,53
743475441,130.0,7.4817824,2.3694868,4.1785445,VISam,53
743475441,131.0,5.794063,3.628426,3.401693,VISam,53
743475441,132.0,6.887552,2.8178518,2.3957124,VISam,53
743475441,133.0,5.740635,2.8630638,2.4705412,VISam,53
743475441,134.0,7.024819,1.5989276,3.6459584,VISam,53
743475441,135.0,6.832175,1.4751648,3.5114644,VISam,53
743475441,136.0,6.7095613,4.160431,3.8281848,VISam,53
743475441,137.0,7.4010897,2.5520432,4.339279,VISam,53
743475441,138.0,4.8039436,4.9048777,4.8743763,VISam,53
743475441,139.0,4.6106343,5.6015677,5.4329376,VISam,53
743475441,140.0,4.633827,5.5675893,5.571526,VISam,53
743475441,141.0,5.9208097,5.2612143,5.0495963,VISam,53
743475441,142.0,7.335952,4.0558124,3.3862603,VISam,53
743475441,143.0,5.9223,5.072122,5.1276665,VISam,53
743475441,144.0,4.5944633,5.6007447,5.5978107,VISam,53
743475441,145.0,4.6654887,5.451315,5.6280594,VISam,53
743475441,146.0,4.7417235,5.47956,5.807046,VISam,53
743475441,147.0,4.825777,5.318572,5.6255584,VISam,53
743475441,148.0,5.4127693,5.2531543,5.1815176,VISam,53
743475441,149.0,4.7004695,4.9497547,5.064848,VISam,53
743475441,150.0,6.9541574,1.5136648,3.6565273,VISam,53
743475441,151.0,4.9567695,5.3380837,5.4947624,VISam,53
743475441,152.0,5.099287,5.2707005,5.409444,VISam,53
743475441,153.0,5.003651,5.2274065,6.084539,VISam,53
743475441,154.0,5.313298,5.3304124,5.5804863,VISam,53
743475441,155.0,5.301848,4.37998,6.5577645,VISam,53
743475441,156.0,5.368074,5.553649,5.872208,VISam,53
743475441,157.0,5.4410973,5.5032268,5.9422503,VISam,53
743475441,158.0,5.4451203,5.502548,5.5800323,VISam,53
743475441,159.0,5.4664197,5.499567,5.549125,VISam,53
743475441,160.0,5.3568764,2.49747,2.7557845,VISam,53
743475441,161.0,5.4531865,5.4564095,5.600286,VISam,53
743475441,162.0,5.659772,5.419497,5.3625665,VISam,53
743475441,163.0,5.40586,5.462522,5.075207,VISam,53
743475441,164.0,5.371696,5.4258323,6.0201917,VISam,53
743475441,165.0,5.5774226,5.307881,5.006247,VISam,53
743475441,166.0,5.6323824,5.3409576,4.965823,VISam,53
743475441,167.0,5.5409594,5.4623384,5.066306,VISam,53
743475441,168.0,5.466683,5.3627987,5.3039865,VISam,53
743475441,169.0,5.430923,5.290188,5.318414,VISam,53
743475441,170.0,4.994216,5.1443186,4.7282453,VISam,53
743475441,171.0,4.8186674,4.691103,4.730772,VISam,53
743475441,172.0,5.1630993,5.2205324,4.7772174,VISam,53
743475441,173.0,5.159694,5.1956267,4.8834033,VISam,53
743475441,174.0,5.2306943,5.3047843,4.9697857,VISam,53
743475441,175.0,4.9618444,5.519428,5.4715858,VISam,53
743475441,176.0,4.8532977,5.5219088,5.4281254,VISam,53
743475441,177.0,4.9379387,5.5358047,5.199745,VISam,53
743475441,178.0,5.034181,5.419917,5.2694693,VISam,53
743475441,179.0,5.4034715,5.1765585,3.8669922,VISam,53
743475441,180.0,5.307508,5.013218,5.1099815,VISam,53
743475441,181.0,5.266841,4.647984,4.5823336,VISam,53
743475441,182.0,5.3123345,4.6583767,3.9499037,VISam,53
743475441,183.0,4.823355,5.127445,4.830433,VISam,53
743475441,184.0,5.233009,4.926841,4.750169,VISam,53
743475441,185.0,4.8974977,5.3003645,5.1956525,VISam,53
743475441,186.0,4.767424,4.822557,4.926498,VISam,53
743475441,187.0,4.9036245,5.029907,4.9376707,VISam,53
743475441,188.0,5.356946,4.795849,4.5922375,VISam,53
743475441,189.0,4.8809023,5.175897,4.871378,VISam,53
743475441,190.0,5.985247,5.2379694,4.1863656,VISam,53
743475441,191.0,5.315624,3.4912944,4.104287,VISam,53
743475441,192.0,6.861278,4.271319,4.556285,VISam,53
743475441,193.0,4.7867393,5.124737,5.1757855,VISam,53
743475441,194.0,5.0149665,2.7222624,2.9607978,VISam,53
743475441,195.0,5.242688,2.5238955,2.8185713,VISam,53
743475441,196.0,6.3049536,2.3082771,2.3364456,VISam,53
743475441,197.0,5.20652,4.8926277,5.741911,VISam,53
743475441,198.0,5.5144396,5.263269,6.1343617,VISam,53
743475441,199.0,4.8744464,5.056347,5.252473,VISam,53
743475441,200.0,4.995786,4.6184597,5.773091,VISam,53
743475441,201.0,4.469345,4.568994,5.289303,VISam,53
743475441,202.0,5.288806,4.6856847,5.750275,VISam,53
743475441,203.0,4.4074273,4.4775267,5.139379,VISam,53
743475441,204.0,5.997501,4.5542164,4.3344584,VISam,53
743475441,205.0,5.79371,4.9462776,4.620201,VISam,53
743475441,206.0,5.8662124,4.6687164,4.5873513,VISam,53
743475441,207.0,5.9389124,4.854447,4.577881,VISam,53
743475441,208.0,5.9380693,4.8840246,4.57955,VISam,53
743475441,209.0,5.980796,4.652275,4.4320345,VISam,53
743475441,210.0,5.342359,4.365888,4.550681,VISam,53
743475441,211.0,4.9525876,4.210098,4.1992183,VISam,53
743475441,212.0,6.080687,4.6709433,4.101226,VISam,53
743475441,213.0,5.7295012,4.4381027,4.6469626,VISam,53
743475441,214.0,6.409408,4.572756,3.6951916,VISam,53
743475441,215.0,7.02231,4.3200626,3.6144018,VISam,53
743475441,216.0,5.7921214,4.289644,4.627731,VISam,53
743475441,217.0,6.351848,4.6143074,3.8150847,VISam,53
743475441,218.0,7.7347984,3.5192657,2.6192472,VISam,53
743475441,219.0,6.143505,4.74681,4.430393,VISam,53
743475441,220.0,6.2631416,4.48103,3.7221177,VISam,53
743475441,221.0,5.2957273,4.689925,4.0548053,VISam,53
743475441,222.0,6.1939797,4.755688,4.3713994,VISam,53
743475441,223.0,5.9862747,4.9023657,4.5711465,VISam,53
743475441,224.0,5.46219,5.0568304,4.842419,VISam,53
743475441,225.0,5.7680316,5.0364914,4.4481654,VISam,53
743475441,226.0,6.400635,4.7159586,4.2375736,VISam,53
743475441,227.0,5.6572275,4.808421,3.642537,VISam,53
743475441,228.0,4.9831676,4.881157,4.8115664,VISam,53
743475441,229.0,5.371226,4.720261,4.6989036,VISam,53
743475441,230.0,5.3859987,3.9957345,4.7615414,VISam,53
743475441,231.0,5.757835,5.3254848,4.0195737,VISam,53
743475441,232.0,5.7109656,4.8956857,3.8722966,VISam,53
743475441,233.0,7.5655637,4.1125054,3.496058,VISam,53
743475441,234.0,6.6109095,3.603805,4.9116626,VISam,53
743475441,235.0,5.450685,4.3888493,4.032877,VISam,53
743475441,236.0,5.123233,4.21031,4.678753,VISam,53
743475441,237.0,6.523926,4.7020373,4.4008126,VISam,53
743475441,238.0,6.3648863,4.8527975,4.286403,VISam,53
743475441,239.0,5.735868,3.104332,5.30314,VISam,53
743475441,240.0,6.6077313,2.149014,3.1606824,VISam,53
743475441,241.0,6.1496043,4.6232224,3.9610822,VISam,53
743475441,242.0,4.9297366,4.8469133,4.2200575,VISam,53
743475441,243.0,5.0428395,4.3283353,4.7896247,VISam,53
743475441,244.0,6.0179925,5.1266794,3.9959846,VISam,53
743475441,245.0,7.6408725,3.4401925,3.5323195,VISam,53
743475441,246.0,6.7940536,3.5204656,4.484465,VISam,53
743475441,247.0,6.07457,4.33835,4.161067,VISam,53
743475441,248.0,4.859822,5.0532603,5.167664,VISam,53
743475441,249.0,5.639919,4.803538,5.814104,VISam,53
743475441,250.0,7.119018,3.3137426,4.4345627,VISam,53
743475441,251.0,6.597353,4.0351043,4.5944753,VISam,53
743475441,252.0,4.7669806,4.9366474,5.080734,VISam,53
743475441,253.0,5.5489182,5.0892425,4.2802935,VISam,53
743475441,254.0,4.5783095,5.469536,5.430043,VISam,53
743475441,255.0,4.693268,5.44746,5.7367563,VISam,53
