session_id,frame,UMAP_1,UMAP_2,UMAP_3,region,n_units
743475441,0.0,-0.56450176,1.908592,7.4243364,LP,131
743475441,1.0,-0.16094479,1.5248097,7.233969,LP,131
743475441,2.0,0.29578453,0.6515555,8.0143795,LP,131
743475441,3.0,0.6216969,1.6165737,7.6583753,LP,131
743475441,4.0,0.7574339,1.6960107,7.755956,LP,131
743475441,5.0,0.70916367,2.2950459,7.89089,LP,131
743475441,6.0,0.44591632,2.6548343,7.8899255,LP,131
743475441,7.0,0.59477454,2.1656313,8.681807,LP,131
743475441,8.0,0.5347762,2.2612174,7.9905562,LP,131
743475441,9.0,0.7516198,1.8174703,8.049158,LP,131
743475441,10.0,0.8752833,1.8741478,7.9044533,LP,131
743475441,11.0,0.58333546,2.192002,7.8308644,LP,131
743475441,12.0,0.2886839,2.160016,8.000284,LP,131
743475441,13.0,0.6015583,2.0792239,8.120544,LP,131
743475441,14.0,0.84450185,1.9003888,7.777854,LP,131
743475441,15.0,0.9099481,1.8469703,7.954122,LP,131
743475441,16.0,0.88578045,1.5960329,8.123643,LP,131
743475441,17.0,0.8840371,1.8787512,7.978088,LP,131
743475441,18.0,0.90279514,1.7912906,8.122388,LP,131
743475441,19.0,0.9878961,1.8936291,8.094462,LP,131
743475441,20.0,0.92618656,1.935719,8.039835,LP,131
743475441,21.0,0.75872463,1.989412,8.351807,LP,131
743475441,22.0,0.449082,1.811672,7.9132414,LP,131
743475441,23.0,0.55341655,1.749436,8.204548,LP,131
743475441,24.0,0.5957127,1.3438443,8.62414,LP,131
743475441,25.0,0.36828044,1.3418372,8.794105,LP,131
743475441,26.0,0.004511857,1.9554774,8.698975,LP,131
743475441,27.0,-1.0126542,1.6252311,8.209393,LP,131
743475441,28.0,-0.11591309,1.7768103,8.5250225,LP,131
743475441,29.0,-0.17134054,1.7300628,8.463119,LP,131
743475441,30.0,-0.66837245,1.218615,8.973164,LP,131
743475441,31.0,-0.18566157,1.9964565,8.470738,LP,131
743475441,32.0,-0.62565875,1.3328308,9.2852125,LP,131
743475441,33.0,-0.31743225,0.9338233,9.3394165,LP,131
743475441,34.0,-0.9277596,1.5261315,8.309532,LP,131
743475441,35.0,0.1251888,2.3941703,9.334444,LP,131
743475441,36.0,0.05150316,2.9961104,8.050994,LP,131
743475441,37.0,-0.48587877,2.8621333,8.879272,LP,131
743475441,38.0,-1.5014572,2.113721,8.458345,LP,131
743475441,39.0,-0.6365271,0.871281,8.306015,LP,131
743475441,40.0,-0.15360798,1.4150277,7.2956204,LP,131
743475441,41.0,-0.8991048,1.4745435,8.413676,LP,131
743475441,42.0,-0.1571271,2.0122616,8.549256,LP,131
743475441,43.0,-0.9410839,1.276491,9.1637125,LP,131
743475441,44.0,-0.6588774,2.3423977,9.441854,LP,131
743475441,45.0,-0.7429826,1.9053593,9.956351,LP,131
743475441,46.0,-0.33980504,2.0988424,8.950667,LP,131
743475441,47.0,-0.27779856,1.8647534,9.341355,LP,131
743475441,48.0,-0.5649346,2.882299,9.234592,LP,131
743475441,49.0,-0.64899135,2.4922783,9.368566,LP,131
743475441,50.0,-1.4389513,2.5882537,8.950518,LP,131
743475441,51.0,-0.76444775,2.5228891,9.340074,LP,131
743475441,52.0,-0.9822899,1.7080716,8.86516,LP,131
743475441,53.0,0.07173695,1.742212,8.636783,LP,131
743475441,54.0,-0.63615465,1.8870823,8.941525,LP,131
743475441,55.0,-0.4406123,1.9202737,9.227875,LP,131
743475441,56.0,-0.6958296,2.0885377,9.104819,LP,131
743475441,57.0,-1.056481,2.0001419,8.864463,LP,131
743475441,58.0,-1.0191097,1.7665931,8.546457,LP,131
743475441,59.0,-0.30742303,1.8291483,8.63431,LP,131
743475441,60.0,0.006996212,1.5967528,8.438536,LP,131
743475441,61.0,-0.37583047,2.1689813,8.488982,LP,131
743475441,62.0,-3.0918736,2.1624815,10.386676,LP,131
743475441,63.0,-3.1573534,2.02822,10.527199,LP,131
743475441,64.0,-3.0989664,2.2074673,10.457158,LP,131
743475441,65.0,-2.9364424,2.0870297,10.319888,LP,131
