session_id,frame,UMAP_1,UMAP_2,UMAP_3,region,n_units
744228101,0.0,6.7256513,5.7186236,6.965556,VISal,41
744228101,1.0,6.8315806,5.7205496,7.005961,VISal,41
744228101,2.0,3.9844847,2.5936112,5.37994,VISal,41
744228101,3.0,3.551207,2.0690672,5.1684422,VISal,41
744228101,4.0,4.2464156,2.878419,5.456754,VISal,41
744228101,5.0,4.0945473,2.8395205,5.539967,VISal,41
744228101,6.0,4.0893583,2.715045,5.4503326,VISal,41
744228101,7.0,4.795876,3.423955,5.6613784,VISal,41
744228101,8.0,3.9444892,2.6541216,5.282788,VISal,41
744228101,9.0,4.8648653,3.4163995,5.8300376,VISal,41
744228101,10.0,5.007012,3.5823002,6.065919,VISal,41
744228101,11.0,5.095098,3.8113303,6.292094,VISal,41
744228101,12.0,5.0014257,3.5708249,6.130513,VISal,41
744228101,13.0,5.0431304,3.6481595,6.197221,VISal,41
744228101,14.0,5.0852556,3.6779463,6.209656,VISal,41
744228101,15.0,5.007919,3.651889,6.2743435,VISal,41
744228101,16.0,4.990804,3.6298578,6.2607994,VISal,41
744228101,17.0,5.1308923,3.7316825,6.404536,VISal,41
744228101,18.0,5.131568,3.8060048,6.4358373,VISal,41
744228101,19.0,5.129768,3.764592,6.4445662,VISal,41
744228101,20.0,5.1026297,3.7322214,6.3884716,VISal,41
744228101,21.0,4.9783177,3.985292,7.0036554,VISal,41
744228101,22.0,5.1400814,3.8914933,6.7584825,VISal,41
744228101,23.0,5.1252065,3.8793123,6.833926,VISal,41
744228101,24.0,5.260432,4.6604686,8.964155,VISal,41
744228101,25.0,5.314356,4.613827,8.750769,VISal,41
744228101,26.0,5.4491277,5.2762566,8.337862,VISal,41
744228101,27.0,3.2235687,6.989983,8.458852,VISal,41
744228101,28.0,5.2759047,4.5805097,8.642413,VISal,41
744228101,29.0,3.718343,5.295144,8.278957,VISal,41
744228101,30.0,5.1769366,4.546054,9.3456745,VISal,41
744228101,31.0,4.57295,4.818733,9.574571,VISal,41
744228101,32.0,5.2074265,5.3432846,9.357462,VISal,41
744228101,33.0,5.214172,4.598434,9.137322,VISal,41
